Date,coupon,country,Usage
02-Sep-2025,U1,JOR,4
02-Sep-2025,u118,JOR,1
02-Sep-2025,U121,JOR,8
02-Sep-2025,U124,JOR,2
02-Sep-2025,U125,JOR,3
02-Sep-2025,U126,JOR,1
02-Sep-2025,U2,JOR,8
02-Sep-2025,u43,JOR,1
