Date,coupon,country,Usage
04-Oct-2025,U1,JOR,4
04-Oct-2025,U12,JOR,1
04-Oct-2025,U121,JOR,10
04-Oct-2025,U124,JOR,4
04-Oct-2025,U125,JOR,2
04-Oct-2025,U2,JOR,11
04-Oct-2025,U41,JOR,1
