Date,coupon,country,Usage
27-Aug-2025,K126,KSA,1
27-Aug-2025,K130,KSA,1
27-Aug-2025,K131,KSA,1
27-Aug-2025,K135,KSA,7
27-Aug-2025,K136,KSA,1
27-Aug-2025,K137,KSA,9
27-Aug-2025,K139,KSA,1
27-Aug-2025,K141,KSA,1
27-Aug-2025,k146,KSA,1
27-Aug-2025,K147,KSA,2
27-Aug-2025,k153,KSA,1
27-Aug-2025,K166,KSA,1
27-Aug-2025,K180,KSA,3
27-Aug-2025,K181,KSA,1
27-Aug-2025,K182,KSA,5
27-Aug-2025,K194,KSA,1
27-Aug-2025,K195,KSA,6
27-Aug-2025,K196,KSA,7
27-Aug-2025,K197,KSA,18
27-Aug-2025,K198,KSA,2
27-Aug-2025,KA1,KSA,4
27-Aug-2025,Ka100,KSA,1
27-Aug-2025,ka106,KSA,1
27-Aug-2025,Ka12,KSA,61
27-Aug-2025,KA15,KSA,2
27-Aug-2025,Ka23,KSA,1
27-Aug-2025,KA37,KSA,5
27-Aug-2025,KA4,KSA,2
27-Aug-2025,Ka50,KSA,4
27-Aug-2025,KA59,KSA,1
27-Aug-2025,kA61,KSA,1
27-Aug-2025,KA64,KSA,1
27-Aug-2025,KA66,KSA,6
27-Aug-2025,KA77,KSA,1
27-Aug-2025,Ka88,KSA,3
27-Aug-2025,Ka99,KSA,3
