"Period","Coupon Code","Number of Uses","Sales Total Amount (USD)","Delivered Orders","Delivered Orders Revenue (USD)","Delivered First Orders","Delivered First Orders Revenue (USD)","Delivered Retention Orders","Delivered Retention Orders Revenue (USD)"
"07 Oct 2025","fuj","4","584.31","0","0.00","0","0.00","0","0.00"
"07 Oct 2025","fxn","3","350.78","0","0.00","0","0.00","0","0.00"
"07 Oct 2025","ost","1","109.36","0","0.00","0","0.00","0","0.00"
