"Period","Coupon Code","Number of Uses","Sales Total Amount (USD)","Delivered Orders","Delivered Orders Revenue (USD)","Delivered First Orders","Delivered First Orders Revenue (USD)","Delivered Retention Orders","Delivered Retention Orders Revenue (USD)"
"07 Oct 2025","fxn","17","1635.43","0","0.00","0","0.00","0","0.00"
"07 Oct 2025","fuj","5","880.07","0","0.00","0","0.00","0","0.00"
"07 Oct 2025","ost","3","288.47","0","0.00","0","0.00","0","0.00"
"07 Oct 2025","df5","3","347.19","0","0.00","0","0.00","0","0.00"
"07 Oct 2025","tnmw","2","152.23","0","0.00","0","0.00","0","0.00"
"07 Oct 2025","nn","1","289.03","0","0.00","0","0.00","0","0.00"
"07 Oct 2025","df2","1","89.41","0","0.00","0","0.00","0","0.00"
"07 Oct 2025","piv","1","206.86","0","0.00","0","0.00","0","0.00"
