Date,coupon,country,Usage
24-Sep-2025,K10,KSA,1
24-Sep-2025,K130,KSA,1
24-Sep-2025,K135,KSA,17
24-Sep-2025,K137,KSA,12
24-Sep-2025,k141,KSA,2
24-Sep-2025,K144,KSA,1
24-Sep-2025,K166,KSA,2
24-Sep-2025,K172,KSA,2
24-Sep-2025,K179,KSA,1
24-Sep-2025,K180,KSA,2
24-Sep-2025,K182,KSA,9
24-Sep-2025,K185,KSA,1
24-Sep-2025,K189,KSA,1
24-Sep-2025,k197,KSA,13
24-Sep-2025,Ka119,KSA,3
24-Sep-2025,Ka12,KSA,65
24-Sep-2025,KA15,KSA,1
24-Sep-2025,Ka16,KSA,1
24-Sep-2025,Ka18,KSA,1
24-Sep-2025,KA20,KSA,2
24-Sep-2025,Ka21,KSA,2
24-Sep-2025,KA22,KSA,1
24-Sep-2025,Ka23,KSA,1
24-Sep-2025,KA3,KSA,1
24-Sep-2025,KA4,KSA,1
24-Sep-2025,kA50,KSA,5
24-Sep-2025,Ka55,KSA,1
24-Sep-2025,Ka59,KSA,3
24-Sep-2025,Ka60,KSA,6
24-Sep-2025,KA61,KSA,4
24-Sep-2025,KA64,KSA,8
24-Sep-2025,KA65,KSA,1
24-Sep-2025,KA66,KSA,5
24-Sep-2025,KA69,KSA,1
24-Sep-2025,KA80,KSA,2
24-Sep-2025,Ka88,KSA,2
24-Sep-2025,SS13,KSA,1
