"Period","Coupon Code","Number of Uses","Sales Total Amount (USD)","Delivered Orders","Delivered Orders Revenue (USD)","Delivered First Orders","Delivered First Orders Revenue (USD)","Delivered Retention Orders","Delivered Retention Orders Revenue (USD)"
"26 Sep 2025","dd77","1","71.87","0","0.00","0","0.00","0","0.00"
"26 Sep 2025","fuj","1","47.36","0","0.00","0","0.00","0","0.00"
"26 Sep 2025","fxn","1","236.06","0","0.00","0","0.00","0","0.00"
"25 Sep 2025","fxn","5","511.30","0","0.00","0","0.00","0","0.00"
"25 Sep 2025","fuj","3","450.27","0","0.00","0","0.00","0","0.00"
"25 Sep 2025","df5","1","186.49","0","0.00","0","0.00","0","0.00"
