Item,Quantity,Total,Open By,Invoice #,Order #,Date Time,W.S #,Menu Type
French fries Meal,1,1.25,Cashier,105016,33,12-08-2025 22:38,1,Take Away
Mozzarella Sticks,1,2.25,Cashier,105017,34,12-08-2025 22:40,1,Take Away
Chicken Nuggets,1,3.5,Cashier,105017,34,12-08-2025 22:40,1,Take Away
Mixed Fries Platter,1,3,Cashier,105018,35,12-08-2025 22:45,1,Take Away
Hoagies Burger (150g),1,4.5,Cashier,105018,35,12-08-2025 22:45,1,Take Away
MUSHROOMS CHEESESTEAK 18CM,1,4.5,Cashier,105018,35,12-08-2025 22:45,1,Take Away
Curly Fries Meal,1,1.5,Cashier,105018,35,12-08-2025 22:45,1,Take Away
Mozzarella Sticks,1,2.25,Cashier,105019,36,12-08-2025 22:46,1,Take Away
Chicken Nuggets,1,3.5,Cashier,105019,36,12-08-2025 22:46,1,Take Away
Chicken Nuggets,1,3.5,Cashier,105019,36,12-08-2025 22:46,1,Take Away
Matrix Cola,1,0.55,Cashier,105019,36,12-08-2025 22:46,1,Take Away
BBQ Sauce,1,0.25,Cashier,105020,37,12-08-2025 23:01,1,Take Away
Water,1,0.55,Cashier,105021,38,12-08-2025 23:16,1,Take Away
Water,1,0.55,Cashier,105021,38,12-08-2025 23:16,1,Take Away
Water,1,0.55,Cashier,105022,39,12-08-2025 23:23,1,Take Away
Water,1,0.55,Cashier,105023,40,12-08-2025 23:30,1,Take Away
Water,1,0.55,Cashier,105024,1,13-08-2025 11:28,1,Take Away
MUSHROOMS CHICKEN ALFREDO 23CM,1,4.75,Cashier,105025,2,13-08-2025 15:18,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,105025,2,13-08-2025 15:18,1,Take Away
Magic Mushroom (150g),1,4.5,Cashier,105025,2,13-08-2025 15:18,1,Take Away
French fries Meal,1,1.25,Cashier,105025,2,13-08-2025 15:18,1,Take Away
Curly Fries Meal,1,1.5,Cashier,105025,2,13-08-2025 15:18,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,105026,3,13-08-2025 17:29,1,Take Away
Water,1,0.55,Cashier,105027,4,13-08-2025 18:11,1,Take Away
Matrix Cola,1,0.55,Cashier,105027,4,13-08-2025 18:11,1,Take Away
Matrix Cola,1,0.55,Cashier,105027,4,13-08-2025 18:11,1,Take Away
Water,1,0.55,Cashier,105027,4,13-08-2025 18:11,1,Take Away
French fries Meal,1,1.25,Cashier,105028,5,13-08-2025 18:53,1,Take Away
Matrix Cola,1,0.55,Cashier,105028,5,13-08-2025 18:53,1,Take Away
Cheesy Fest (150g),1,4.5,Cashier,105028,5,13-08-2025 18:53,1,Take Away
Curly Fries Meal,1,1.5,Cashier,105029,6,13-08-2025 19:30,1,Take Away
MUSHROOMS CHEESESTEAK 18CM,1,4.5,Cashier,105029,6,13-08-2025 19:30,1,Take Away
Matrix Cola,1,0.55,Cashier,105030,7,13-08-2025 19:35,1,Take Away
Water,1,0.55,Cashier,105031,8,13-08-2025 20:04,1,Take Away
Curly Fries Meal,1,1.5,Cashier,105032,9,13-08-2025 20:26,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,105032,9,13-08-2025 20:26,1,Take Away
Water,2,1.1,Cashier,105032,9,13-08-2025 20:26,1,Take Away
Hoagies Burger (150g),1,4.5,Cashier,105032,9,13-08-2025 20:26,1,Take Away
French fries Meal,1,1.25,Cashier,105032,9,13-08-2025 20:26,1,Take Away
Hotdog,1,3.5,Cashier,105033,10,13-08-2025 20:42,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Cashier,105033,10,13-08-2025 20:42,1,Take Away
Water,1,0.55,Cashier,105034,11,13-08-2025 20:43,1,Take Away
Water,1,0.55,Cashier,105034,11,13-08-2025 20:43,1,Take Away
Chicken Nuggets,1,3.5,Cashier,105035,12,13-08-2025 20:43,1,Take Away
Matrix Cola,1,0.55,Cashier,105035,12,13-08-2025 20:43,1,Take Away
BARBECU CHEESESTEAK 18CM,1,4.5,Cashier,105036,13,13-08-2025 20:44,1,Take Away
French fries Meal,1,1.25,Cashier,105036,13,13-08-2025 20:44,1,Take Away
French fries Meal,1,1.25,Cashier,105037,14,13-08-2025 20:51,1,Take Away
CLASSIC CHEESESTEAK- 18CM,1,4.5,Cashier,105037,14,13-08-2025 20:51,1,Take Away
French fries Meal,1,1.25,Cashier,105037,14,13-08-2025 20:51,1,Take Away
MUSHROOMS CHICKEN ALFREDO 18CM,1,4,Cashier,105037,14,13-08-2025 20:51,1,Take Away
Curly Fries Meal,1,1.5,Cashier,105038,15,13-08-2025 20:54,1,Take Away
BARBECU CHEESESTEAK 23CM,1,5.25,Cashier,105038,15,13-08-2025 20:54,1,Take Away
Water,1,0.55,Cashier,105038,15,13-08-2025 20:54,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,105038,15,13-08-2025 20:54,1,Take Away
Curly Fries Meal,1,1.5,Cashier,105038,15,13-08-2025 20:54,1,Take Away
Hoagies Burger (150g),3,13.5,Cashier,105039,16,13-08-2025 20:54,1,Take Away
Water,1,0.55,Cashier,105040,17,13-08-2025 21:04,1,Take Away
Water,1,0.55,Cashier,105040,17,13-08-2025 21:04,1,Take Away
French fries Meal,1,1.25,Cashier,105041,18,13-08-2025 21:15,1,Take Away
Matrix Cola,1,0.55,Cashier,105041,18,13-08-2025 21:15,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,105041,18,13-08-2025 21:15,1,Take Away
MUSHROOMS CHEESESTEAK 18CM,1,4.5,Cashier,105041,18,13-08-2025 21:15,1,Take Away
French Fries CHIPS,1,1,Cashier,105042,19,13-08-2025 21:18,1,Take Away
Water,1,0.55,Cashier,105043,20,13-08-2025 21:22,1,Take Away
French Fries CHIPS,1,1,Cashier,105044,21,13-08-2025 21:27,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,105045,22,13-08-2025 21:33,1,Take Away
Curly Fries Meal,1,1.5,Cashier,105045,22,13-08-2025 21:33,1,Take Away
Water,1,0.55,Cashier,105046,23,13-08-2025 21:51,1,Take Away
Water,1,0.55,Cashier,105046,23,13-08-2025 21:51,1,Take Away
COMBO 1,1,11,Cashier,105047,24,13-08-2025 22:08,1,Take Away
Chicken Salad,1,4.5,Cashier,105047,24,13-08-2025 22:08,1,Take Away
Matrix Cola,1,0.55,Cashier,105048,25,13-08-2025 22:20,1,Take Away
CLASSIC CHEESESTEAK- 23CM,1,5.25,Cashier,105048,25,13-08-2025 22:20,1,Take Away
ADD CHEESE,1,0.35,Cashier,105048,25,13-08-2025 22:20,1,Take Away
Curly Fries Meal,1,1.5,Cashier,105049,26,13-08-2025 22:25,1,Take Away
Magic Mushroom (150g),1,4.5,Cashier,105049,26,13-08-2025 22:25,1,Take Away
Curly Fries Meal,1,1.5,Cashier,105050,27,13-08-2025 23:06,1,Take Away
CLASSIC CHEESESTEAK- 18CM,1,4.5,Cashier,105050,27,13-08-2025 23:06,1,Take Away
CLASSIC CHEESESTEAK- 23CM,1,5.25,Cashier,105051,28,13-08-2025 23:23,1,Take Away
Curly Fries Meal,1,1.5,Cashier,105051,28,13-08-2025 23:23,1,Take Away
Mac & Cheese,1,3,Cashier,105051,28,13-08-2025 23:23,1,Take Away
French fries Meal,1,1.25,Cashier,105051,28,13-08-2025 23:23,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Cashier,105051,28,13-08-2025 23:23,1,Take Away
Chicken Nuggets,2,7,Cashier,105051,28,13-08-2025 23:23,1,Take Away
French fries Meal,1,1.25,Cashier,105052,29,13-08-2025 23:29,1,Take Away
Curly Fries Meal,1,1.5,Cashier,105052,29,13-08-2025 23:29,1,Take Away
Hoagies Burger (150g),1,4.5,Cashier,105052,29,13-08-2025 23:29,1,Take Away
Magic Mushroom (150g),1,4.5,Cashier,105052,29,13-08-2025 23:29,1,Take Away
Water,1,0.55,Cashier,105053,30,13-08-2025 23:40,1,Take Away
CHICKEN PHILLY 23CM,1,4.75,Cashier,105054,31,14-08-2025 14:05,1,Take Away
Water,1,0.55,Cashier,105055,32,14-08-2025 14:22,1,Take Away
French fries Meal,1,1.25,Cashier,105055,32,14-08-2025 14:22,1,Take Away
CLASSIC CHEESESTEAK- 18CM,1,4.5,Cashier,105055,32,14-08-2025 14:22,1,Take Away
French fries Meal,1,1.25,Cashier,105056,33,14-08-2025 14:59,1,Take Away
Fire in the Hole (150g),1,4.5,Cashier,105056,33,14-08-2025 14:59,1,Take Away
French fries Meal,1,1.25,Cashier,105056,33,14-08-2025 14:59,1,Take Away
Magic Mushroom (150g),1,4.5,Cashier,105056,33,14-08-2025 14:59,1,Take Away
French Fries CHIPS,1,1,Cashier,105057,34,14-08-2025 15:06,1,Take Away
CHICKEN PHILLY 23CM,1,4.75,Cashier,105057,34,14-08-2025 15:06,1,Take Away
ADD GREEN PEPPER,1,0.35,Cashier,105057,34,14-08-2025 15:06,1,Take Away
Magic Mushroom (150g),1,4.5,Cashier,105058,35,14-08-2025 15:20,1,Take Away
Wedges Meal,1,1.5,Cashier,105058,35,14-08-2025 15:20,1,Take Away
Homemade Nuggets,1,2.5,Cashier,105058,35,14-08-2025 15:20,1,Take Away
Water,1,0.55,Cashier,105059,36,14-08-2025 15:42,1,Take Away
Curly Fries Meal,1,1.5,Cashier,105060,37,14-08-2025 15:55,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Cashier,105060,37,14-08-2025 15:55,1,Take Away
Magic Mushroom (150g),1,4.5,Cashier,105061,38,14-08-2025 16:18,1,Take Away
Magic Mushroom (150g),1,4.5,Cashier,105061,38,14-08-2025 16:18,1,Take Away
French fries Meal,1,1.25,Cashier,105061,38,14-08-2025 16:18,1,Take Away
French fries Meal,1,1.25,Cashier,105061,38,14-08-2025 16:18,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Cashier,105062,39,14-08-2025 16:22,1,Take Away
Chicken Salad,1,4.5,Cashier,105063,40,14-08-2025 16:28,1,Take Away
Mixed Fries Platter,1,3,Cashier,105063,40,14-08-2025 16:28,1,Take Away
Hoagies Burger (150g),1,4.5,Cashier,105063,40,14-08-2025 16:28,1,Take Away
Curly Fries Meal,1,1.5,Cashier,105064,41,14-08-2025 16:58,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Cashier,105064,41,14-08-2025 16:58,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Cashier,105065,42,14-08-2025 16:59,1,Take Away
Curly Fries Meal,1,1.5,Cashier,105065,42,14-08-2025 16:59,1,Take Away
Cheese Whiz,1,0.25,Cashier,105065,42,14-08-2025 16:59,1,Take Away
French fries Meal,1,1.25,Cashier,105065,42,14-08-2025 16:59,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,105065,42,14-08-2025 16:59,1,Take Away
Pickled Jalapeños,1,0.25,Cashier,105065,42,14-08-2025 16:59,1,Take Away
MUSHROOMS CHEESESTEAK 18CM,1,4.5,Cashier,105066,43,14-08-2025 17:04,1,Take Away
French fries Meal,1,1.25,Cashier,105067,44,14-08-2025 17:05,1,Take Away
HOTDOG HOAGIES,1,3.5,Cashier,105067,44,14-08-2025 17:05,1,Take Away
French fries Meal,1,1.25,Cashier,105068,45,14-08-2025 17:06,1,Take Away
PHILLY CHEESESTEAK 18CM,1,4.5,Cashier,105068,45,14-08-2025 17:06,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,105069,46,14-08-2025 17:33,1,Take Away
HOTDOG HOAGIES,1,3.5,Cashier,105069,46,14-08-2025 17:33,1,Take Away
French fries Meal,1,1.25,Cashier,105069,46,14-08-2025 17:33,1,Take Away
PHILLY CHEESESTEAK 18CM,1,4.5,Cashier,105069,46,14-08-2025 17:33,1,Take Away
French fries Meal,1,1.25,Cashier,105069,46,14-08-2025 17:33,1,Take Away
PHILLY CHEESESTEAK 18CM,1,4.5,Cashier,105070,47,14-08-2025 18:28,1,Take Away
Mixed Fries Platter,1,3,Cashier,105070,47,14-08-2025 18:28,1,Take Away
BARBECU CHEESESTEAK 18CM,1,4.5,Cashier,105070,47,14-08-2025 18:28,1,Take Away
French fries Meal,1,1.25,Cashier,105071,48,14-08-2025 18:39,1,Take Away
PHILLY CHEESESTEAK 18CM,1,4.5,Cashier,105071,48,14-08-2025 18:39,1,Take Away
Curly Fries Meal,1,1.5,Cashier,105072,49,14-08-2025 19:26,1,Take Away
Mozzarella Sticks,1,2.25,Cashier,105072,49,14-08-2025 19:26,1,Take Away
Fire in the Hole (150g),1,4.5,Cashier,105072,49,14-08-2025 19:26,1,Take Away
Chicken Strips,1,2.5,Cashier,105072,49,14-08-2025 19:26,1,Take Away
Curly Fries Meal,1,1.5,Cashier,105073,50,14-08-2025 19:39,1,Take Away
French fries Meal,1,1.25,Cashier,105073,50,14-08-2025 19:39,1,Take Away
PHILLY CHEESESTEAK 18CM,1,4.5,Cashier,105073,50,14-08-2025 19:39,1,Take Away
BARBECU CHEESESTEAK 23CM,1,5.25,Cashier,105073,50,14-08-2025 19:39,1,Take Away
PHILLY CHEESESTEAK 18CM,1,4.5,Cashier,105074,51,14-08-2025 19:40,1,Take Away
Water,1,0.55,Cashier,105074,51,14-08-2025 19:40,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Cashier,105075,52,14-08-2025 19:42,1,Take Away
Water,1,0.55,Cashier,105076,53,14-08-2025 19:50,1,Take Away
Water,1,0.55,Cashier,105077,54,14-08-2025 19:51,1,Take Away
Matrix Cola,1,0.55,Cashier,105078,55,14-08-2025 20:10,1,Take Away
MUSHROOMS CHICKEN ALFREDO 18CM,1,4,Cashier,105079,56,14-08-2025 20:27,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Cashier,105079,56,14-08-2025 20:27,1,Take Away
Water,1,0.55,Cashier,105080,57,14-08-2025 20:40,1,Take Away
Water,1,0.55,Cashier,105081,58,14-08-2025 20:44,1,Take Away
Water,1,0.55,Cashier,105081,58,14-08-2025 20:44,1,Take Away
Water,1,0.55,Cashier,105081,58,14-08-2025 20:44,1,Take Away
Water,1,0.55,Cashier,105082,59,14-08-2025 20:45,1,Take Away
PHILLY CHEESESTEAK 18CM,1,4.5,Cashier,105083,60,14-08-2025 20:46,1,Take Away
French fries Meal,1,1.25,Cashier,105084,61,14-08-2025 21:06,1,Take Away
French fries Meal,1,1.25,Cashier,105084,61,14-08-2025 21:06,1,Take Away
Fire in the Hole (150g),1,4.5,Cashier,105084,61,14-08-2025 21:06,1,Take Away
Magic Mushroom (150g),1,4.5,Cashier,105084,61,14-08-2025 21:06,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,105085,62,14-08-2025 21:10,1,Take Away
Matrix Cola,1,0.55,Cashier,105086,63,14-08-2025 21:47,1,Take Away
Chicken Salad,1,4.5,Cashier,105086,63,14-08-2025 21:47,1,Take Away
French fries Meal,1,1.25,Cashier,105087,64,14-08-2025 21:58,1,Take Away
CLASSIC CHEESESTEAK- 23CM,1,5.25,Cashier,105087,64,14-08-2025 21:58,1,Take Away
Hoagies Burger (150g),1,4.5,Cashier,105088,65,14-08-2025 22:09,1,Take Away
Curly Fries Meal,1,1.5,Cashier,105088,65,14-08-2025 22:09,1,Take Away
Water,1,0.55,Cashier,105089,66,14-08-2025 22:18,1,Take Away
Matrix Cola,1,0.55,Cashier,105090,67,14-08-2025 22:20,1,Take Away
Onion Rings,1,1.75,Cashier,105091,68,14-08-2025 22:36,1,Take Away
MUSHROOMS CHICKEN ALFREDO 23CM,1,4.75,Cashier,105091,68,14-08-2025 22:36,1,Take Away
French fries Meal,1,1.25,Cashier,105091,68,14-08-2025 22:36,1,Take Away
Curly Fries Meal,1,1.5,Cashier,105092,69,14-08-2025 22:40,1,Take Away
Hoagies Burger (150g),1,4.5,Cashier,105092,69,14-08-2025 22:40,1,Take Away
French fries Meal,1,1.25,Cashier,105092,69,14-08-2025 22:40,1,Take Away
Cheesy Fest (150g),1,4.5,Cashier,105092,69,14-08-2025 22:40,1,Take Away
Cheeseburger,1,3.5,Cashier,105093,70,14-08-2025 22:41,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,105094,71,14-08-2025 22:51,1,Take Away
French fries Meal,1,1.25,Cashier,105094,71,14-08-2025 22:51,1,Take Away
Matrix Cola,1,0.55,Cashier,105095,72,14-08-2025 22:54,1,Take Away
French fries Meal,1,1.25,Cashier,105096,73,14-08-2025 23:10,1,Take Away
CLASSIC CHEESESTEAK- 23CM,1,5.25,Cashier,105096,73,14-08-2025 23:10,1,Take Away
CLASSIC CHEESESTEAK- 18CM,1,4.5,Cashier,105096,73,14-08-2025 23:10,1,Take Away
MUSHROOMS CHEESESTEAK 23CM,1,5.25,Cashier,105097,74,14-08-2025 23:24,1,Take Away
BARBECU CHEESESTEAK 18CM,1,4.5,Cashier,105098,75,14-08-2025 23:26,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,105099,76,14-08-2025 23:27,1,Take Away
French fries Meal,1,1.25,Cashier,105100,77,14-08-2025 23:28,1,Take Away
CRISPY LAVA 18CM,1,4,Cashier,105100,77,14-08-2025 23:28,1,Take Away
French fries Meal,1,1.25,Cashier,105101,78,14-08-2025 23:29,1,Take Away
CLASSIC CHEESESTEAK- 23CM,1,5.25,Cashier,105101,78,14-08-2025 23:29,1,Take Away
Water,1,0.55,Cashier,105102,79,14-08-2025 23:32,1,Take Away
Hoagies Burger (150g),1,4.5,Cashier,105103,80,14-08-2025 23:33,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,105104,1,15-08-2025 12:02,1,Take Away
Chicken Strips kids,1,3.5,Cashier,105105,2,15-08-2025 14:37,1,Take Away
Curly Fries Meal,1,1.5,Cashier,105105,2,15-08-2025 14:37,1,Take Away
Sautéed Mushrooms,1,0.25,Cashier,105105,2,15-08-2025 14:37,1,Take Away
PHILLY CHEESESTEAK 23CM,1,5.25,Cashier,105105,2,15-08-2025 14:37,1,Take Away
MUSHROOMS CHICKEN ALFREDO 18CM,1,4,Cashier,105105,2,15-08-2025 14:37,1,Take Away
Curly Fries Meal,1,1.5,Cashier,105105,2,15-08-2025 14:37,1,Take Away
