offer,affiliate_id,date,status,payout,revenue,sale amount,coupon,geo
1261,6706,09-11-2025,pending,0.8,1.0,0.0,U1,jor
1261,6706,09-11-2025,pending,0.8,1.0,0.0,U1,jor
1261,6706,09-11-2025,pending,0.8,1.0,0.0,U1,jor
1261,14536,09-11-2025,pending,0.7,1.0,0.0,U118,jor
1261,6669,09-11-2025,pending,0.7,1.0,0.0,U12,jor
1261,6669,09-11-2025,pending,0.7,1.0,0.0,U12,jor
1261,6669,09-11-2025,pending,0.7,1.0,0.0,U12,jor
1261,6669,09-11-2025,pending,0.7,1.0,0.0,U12,jor
1261,6706,09-11-2025,pending,0.8,1.0,0.0,U121,jor
1261,6706,09-11-2025,pending,0.8,1.0,0.0,U121,jor
1261,6706,09-11-2025,pending,0.8,1.0,0.0,U121,jor
1261,6706,09-11-2025,pending,0.8,1.0,0.0,U121,jor
1261,6706,09-11-2025,pending,0.8,1.0,0.0,U124,jor
1261,6706,09-11-2025,pending,0.8,1.0,0.0,U124,jor
1261,6706,09-11-2025,pending,0.8,1.0,0.0,U125,jor
1261,6706,09-11-2025,pending,0.8,1.0,0.0,U125,jor
1261,6706,09-11-2025,pending,0.8,1.0,0.0,U125,jor
1261,6706,09-11-2025,pending,0.8,1.0,0.0,U125,jor
1261,6706,09-11-2025,pending,0.8,1.0,0.0,U125,jor
1261,6706,09-11-2025,pending,0.8,1.0,0.0,U125,jor
1261,6706,09-11-2025,pending,0.8,1.0,0.0,U2,jor
1261,6706,09-11-2025,pending,0.8,1.0,0.0,U2,jor
1261,6706,09-11-2025,pending,0.8,1.0,0.0,U2,jor
1261,6706,09-11-2025,pending,0.8,1.0,0.0,U2,jor
1261,6706,09-11-2025,pending,0.8,1.0,0.0,U2,jor
1261,6706,09-11-2025,pending,0.8,1.0,0.0,U2,jor
1261,6706,09-11-2025,pending,0.8,1.0,0.0,U2,jor
1261,6706,09-11-2025,pending,0.8,1.0,0.0,U2,jor
1261,6706,09-11-2025,pending,0.8,1.0,0.0,U2,jor
1261,6706,09-11-2025,pending,0.8,1.0,0.0,U2,jor
1261,6706,09-11-2025,pending,0.8,1.0,0.0,U2,jor
1261,6706,09-11-2025,pending,0.8,1.0,0.0,U2,jor
1261,6706,09-11-2025,pending,0.8,1.0,0.0,U2,jor
1261,6706,09-11-2025,pending,0.8,1.0,0.0,U64,jor
1261,9768,09-11-2025,pending,0.7,1.0,0.0,U8,jor
