id,offer name,code,payout,revenue,sale amount,expected ratio revenue,expected ratio sale,expected payout fixed,match method,matched or not
8486,Noon GCC,bj2,3.59,4.08,2.83,0.8799019607843137,1.2685512367491165,3.59,revenue,matched
189,Noon GCC,bjf,4.78,5.44,38.519999999999996,0.8786764705882353,0.19415756611511512,2.39,revenue,matched
6658,Noon GCC,bl6,710.4300000000001,836.4000000000001,15237.08,0.8492647058823529,0.06194690265486726,2.31,revenue,matched
6658,Noon GCC,bl7,313.01,368.56,9147.68,0.8492647058823529,0.06788128122245078,2.31,revenue,matched
3689,Noon GCC,blu1,14.280000000000001,19.040000000000003,163.82,0.75,0.07715582450832073,2.04,revenue,matched
1,Noon GCC,bs114,0.0,5.44,54.62,0.0,0.0,0.0,revenue,matched
14590,Noon GCC,bu8,2.45,2.72,16.54,0.9007352941176471,0.14812575574365178,2.45,revenue,matched
14590,Noon GCC,bw1,4.9,5.44,115.93,0.9007352941176471,0.04716223735926474,2.45,revenue,matched
5458,Noon GCC,c1y,112.2,149.60000000000002,3986.7400000000002,0.75,0.06779661016949153,2.04,revenue,matched
14590,Noon GCC,cad,14.700000000000001,16.32,177.87,0.9007352941176471,0.08869734659707523,2.45,revenue,matched
7734,Noon GCC,cc3,2.04,2.72,29.19,0.75,0.0698869475847893,2.04,revenue,matched
14624,Noon GCC,cc4,2.04,2.72,15.75,0.75,0.1295238095238095,2.04,revenue,matched
14672,Noon GCC,cc5,2.04,2.72,72.41,0.75,0.02817290429498688,2.04,revenue,matched
14590,Noon GCC,ckm,2.45,2.72,15.8,0.9007352941176471,0.1550632911392405,2.45,revenue,matched
7083,Noon GCC,cww3,31.62,42.160000000000004,846.7,0.75,0.06517571884984026,2.04,revenue,matched
7083,Noon GCC,cww5,31.62,42.160000000000004,432.32,0.75,0.0834355828220859,2.04,revenue,matched
6924,Noon GCC,cww6,2.04,2.72,22.96,0.75,0.08885017421602787,2.04,revenue,matched
6924,Noon GCC,cww7,14.280000000000001,19.040000000000003,261.85,0.75,0.14147018030513175,2.04,revenue,matched
6924,Noon GCC,cww8,2.04,2.72,23.55,0.75,0.08662420382165605,2.04,revenue,matched
6774,Noon GCC,cww9,21.42,28.560000000000002,315.2,0.75,0.11913842154314022,2.04,revenue,matched
6732,Noon GCC,czm,2.18,2.72,62.75,0.8014705882352942,0.034741035856573704,2.18,revenue,matched
14590,Noon GCC,d2n,2.45,2.72,70.07,0.9007352941176471,0.03496503496503497,2.45,revenue,matched
14590,Noon GCC,d5u,6.12,6.800000000000001,992.57,0.9001225490196079,0.04777999140632329,3.06,revenue,matched
14590,Noon GCC,d7m,2.45,2.72,10.09,0.9007352941176471,0.24281466798810705,2.45,revenue,matched
14673,Noon GCC,dae,2.04,2.72,40.86,0.75,0.049926578560939794,2.04,revenue,matched
3312,Noon GCC,dat,3.06,4.08,21.19,0.75,0.14440773949976404,3.06,revenue,matched
1,Noon GCC,dbg,0.0,2.72,35.03,0.0,0.0,0.0,revenue,matched
14590,Noon GCC,dbml,9.8,10.88,263.41,0.9007352941176471,0.045938046297770735,2.45,revenue,matched
14590,Noon GCC,dcp,2.45,2.72,961.03,0.9007352941176471,0.0025493480952727804,2.45,revenue,matched
14590,Noon GCC,ddn,2.45,2.72,33.26,0.9007352941176471,0.07366205652435359,2.45,revenue,matched
6891,Noon GCC,ddut,2.04,2.72,57.36,0.75,0.03556485355648536,2.04,revenue,matched
14638,Noon GCC,det,18.36,24.48,438.39000000000004,0.75,0.09332821834363181,2.04,revenue,matched
14590,Noon GCC,dfne,2.45,2.72,10.44,0.9007352941176471,0.23467432950191575,2.45,revenue,matched
14590,Noon GCC,dgn,2.45,2.72,23.23,0.9007352941176471,0.10546706844597503,2.45,revenue,matched
2093,Noon GCC,dgz133,2.04,2.72,20.29,0.75,0.10054213898472154,2.04,revenue,matched
285,Noon GCC,dgz136,2.39,2.72,35.25,0.8786764705882353,0.06780141843971632,2.39,revenue,matched
13858,Noon GCC,dgz150,2.04,2.72,86.92,0.75,0.023469857340082834,2.04,revenue,matched
14590,Noon GCC,dgz176,58.800000000000004,65.28,681.58,0.9007352941176471,0.13229755833182785,2.45,revenue,matched
14590,Noon GCC,dgz178,9.8,10.88,107.55,0.9007352941176471,0.09676145339652449,2.45,revenue,matched
1,Noon GCC,dgz179,0.0,2.72,24.42,0.0,0.0,0.0,revenue,matched
13952,Noon GCC,dgz196,2.04,2.72,137.25,0.75,0.014863387978142076,2.04,revenue,matched
6928,Noon GCC,dgz65,4.08,5.44,47.07,0.75,0.09984087479766228,2.04,revenue,matched
14482,Noon GCC,dgz78,2.04,2.72,68.73,0.75,0.02968136185072021,2.04,revenue,matched
7142,Noon GCC,dgz88,2.04,2.72,21.9,0.75,0.09315068493150686,2.04,revenue,matched
1,Noon GCC,dic,0.0,5.44,83.85,0.0,0.0,0.0,revenue,matched
2207,Noon GCC,did,2.04,2.72,29.17,0.75,0.06993486458690436,2.04,revenue,matched
9768,Noon GCC,digi,20.4,27.200000000000003,1294.6,0.75,0.025354978079970055,2.04,revenue,matched
12572,Noon GCC,digi1,10.2,13.600000000000001,573.52,0.75,0.011625256439480284,2.04,revenue,matched
12609,Noon GCC,digi10,2.04,2.72,41.96,0.75,0.04861773117254528,2.04,revenue,matched
1,Noon GCC,digi12,0.0,2.72,13.55,0.0,0.0,0.0,revenue,matched
9814,Noon GCC,digi13,4.08,5.44,44.87,0.75,0.17264853445999473,2.04,revenue,matched
14564,Noon GCC,digi6,6.0,5.44,29.27,1.102941176470588,0.2092348310108847,3.0,revenue,matched
14590,Noon GCC,djs,2.45,2.72,73.49,0.9007352941176471,0.033337869097836446,2.45,revenue,matched
14590,Noon GCC,dkh,2.45,2.72,73.17,0.9007352941176471,0.03348366817001504,2.45,revenue,matched
7100,Noon GCC,doj,4.08,5.44,105.33,0.75,0.03921347199126356,2.04,revenue,matched
1,Noon GCC,du8,0.0,2.72,16.56,0.0,0.0,0.0,revenue,matched
14807,Noon GCC,dww1,118.82000000000001,131.92000000000002,2136.78,0.9007352941176471,0.06475345504775326,2.45,revenue,matched
5389,Noon GCC,dww3,87.72,116.96000000000001,1808.33,0.75,0.07145359019264448,2.04,revenue,matched
10856,Noon GCC,dww7,59.160000000000004,78.88000000000001,1379.62,0.75,0.04909747292418773,2.04,revenue,matched
6893,Noon GCC,dww9,2.04,2.72,3.22,0.75,0.6335403726708074,2.04,revenue,matched
14590,Noon GCC,dx1,2.45,2.72,25.26,0.9007352941176471,0.09699129057798891,2.45,revenue,matched
6675,Noon GCC,dx2,22.05,24.48,450.49,0.9007352941176471,0.07800063673989176,2.45,revenue,matched
6675,Noon GCC,dx5,4.9,5.44,111.04,0.9007352941176471,0.05246354860613325,2.45,revenue,matched
6675,Noon GCC,dx6,9.8,10.88,265.9,0.9007352941176471,0.06275434269937592,2.45,revenue,matched
2345,Noon GCC,dxs,9.8,10.88,196.31,0.9007352941176471,0.07156255257059774,2.45,revenue,matched
14590,Noon GCC,dy6,5347.9400000000005,5937.76,108405.6,0.9007352941176471,0.05256382750482729,2.45,revenue,matched
5389,Noon GCC,dzqq,37.74,50.32,758.15,0.75,0.10200995653844397,2.04,revenue,matched
14590,Noon GCC,ed6s,2.45,2.72,51.39,0.9007352941176471,0.0476746448725433,2.45,revenue,matched
5458,Noon GCC,ehs,14.280000000000001,19.040000000000003,134.14,0.75,0.18472557954081467,2.04,revenue,matched
189,Noon GCC,ej4,4.78,5.44,240.06,0.8786764705882353,0.027015457794170007,2.39,revenue,matched
6924,Noon GCC,ep4,249.9,333.20000000000005,7452.11,0.75,0.049926578560939794,2.04,revenue,matched
12262,Noon GCC,eq0,2.04,2.72,16.04,0.75,0.12718204488778057,2.04,revenue,matched
6718,Noon GCC,eqg,5.1,6.800000000000001,51.18,0.75,0.10871808581933844,2.55,revenue,matched
2345,Noon GCC,esf,2.45,2.72,14.99,0.9007352941176471,0.16344229486324216,2.45,revenue,matched
6736,Noon GCC,ewc,10.2,13.600000000000001,230.44,0.75,0.056635202665186006,2.04,revenue,matched
8486,Noon GCC,ey3,19.12,21.76,160.31,0.8786764705882353,0.1287952301383219,2.39,revenue,matched
8244,Noon GCC,fhi,2.04,2.72,12.7,0.75,0.16062992125984255,2.04,revenue,matched
189,Noon GCC,fk3,4.78,5.44,288.65999999999997,0.8786764705882353,0.05904589215692317,2.39,revenue,matched
14590,Noon GCC,fl1,19.6,21.76,224.64,0.9007352941176471,0.1184702406216331,2.45,revenue,matched
1,Noon GCC,fzf,0.0,21.76,210.4,0.0,0.0,0.0,revenue,matched
14580,Noon GCC,gah,6.12,8.16,133.49,0.75,0.03554006968641115,2.04,revenue,matched
411,Noon GCC,gbk,4.08,5.44,146.6,0.75,0.029917886074821848,2.04,revenue,matched
6133,Noon GCC,gbt,8.16,10.88,149.78000000000003,0.75,0.07348703170028818,2.04,revenue,matched
14580,Noon GCC,gd1,12.24,16.32,384.27,0.75,0.04397556120378267,2.04,revenue,matched
6774,Noon GCC,gd2,57.120000000000005,76.16000000000001,2080.54,0.75,0.05704451815773477,2.04,revenue,matched
7113,Noon GCC,gd7,2.04,2.72,50.47,0.75,0.04042005151575193,2.04,revenue,matched
14590,Noon GCC,gel,2.45,2.72,51.75,0.9007352941176471,0.04734299516908213,2.45,revenue,matched
14590,Noon GCC,genv,2.45,2.72,22.18,0.9007352941176471,0.11045987376014428,2.45,revenue,matched
2345,Noon GCC,gep,7.3500000000000005,8.16,55.839999999999996,0.9007352941176471,0.16203703703703706,2.45,revenue,matched
6697,Noon GCC,gft,9.18,12.24,106.56,0.75,0.1444925534065638,2.04,revenue,matched
14590,Noon GCC,ghi,2.45,2.72,5.44,0.9007352941176471,0.45036764705882354,2.45,revenue,matched
663,Noon GCC,glk,4.62,5.44,41.88,0.8492647058823529,0.12469057037131556,2.31,revenue,matched
2345,Noon GCC,gon,4.9,5.44,580.37,0.9007352941176471,0.03555968131668823,2.45,revenue,matched
7158,Noon GCC,goz,2.04,2.72,11.14,0.75,0.18312387791741472,2.04,revenue,matched
8486,Noon GCC,gy1,4.78,5.44,13.96,0.8786764705882353,0.3701208946514822,2.39,revenue,matched
6732,Noon GCC,hdsp,2.18,2.72,37.38,0.8014705882352942,0.05831995719636169,2.18,revenue,matched
14590,Noon GCC,hesv,25.720000000000002,28.560000000000002,350.59,0.9007352941176471,0.07004002287021156,2.45,revenue,matched
14590,Noon GCC,hib,2.45,2.72,95.71,0.9007352941176471,0.02559816111169157,2.45,revenue,matched
6658,Noon GCC,hl6,1204.76,1418.48,24875.72,0.8492647058823529,0.05793829947328819,2.31,revenue,matched
14621,Noon GCC,hl9,6.12,8.16,130.01,0.75,0.047430830039525695,2.04,revenue,matched
1,Noon GCC,hmsh,0.0,16.32,164.22,0.0,0.0,0.0,revenue,matched
8486,Noon GCC,hv7,72.9,82.96000000000001,931.9300000000001,0.8786764705882353,0.08015621451964114,2.39,revenue,matched
6796,Noon GCC,iim,4.08,5.44,73.32000000000001,0.75,0.0689642007942469,2.04,revenue,matched
6132,Noon GCC,ine,6.12,8.16,55.900000000000006,0.75,0.0878174773999139,2.04,revenue,matched
7182,Noon GCC,it4,8.16,10.88,341.1700000000001,0.75,0.1022734942656428,2.04,revenue,matched
14590,Noon GCC,iuky,4.9,5.44,39.22,0.9007352941176471,0.1274054678450657,2.45,revenue,matched
6658,Noon GCC,iv6,958.76,1128.8000000000002,18729.579999999998,0.8492647058823529,0.05322580645161291,2.31,revenue,matched
8486,Noon GCC,iv8,893.9300000000001,1017.2800000000001,17894.78,0.8786764705882353,0.059914765605414894,2.39,revenue,matched
14590,Noon GCC,iwd15,2.45,2.72,49.46,0.9007352941176471,0.04953497775980591,2.45,revenue,matched
1,Noon GCC,iwd16,0.0,2.72,37.41,0.0,0.0,0.0,revenue,matched
14590,Noon GCC,ixl,2.45,2.72,16.32,0.9007352941176471,0.15012254901960786,2.45,revenue,matched
14478,Noon GCC,iy8,2.04,2.72,66.49,0.75,0.03068130545946759,2.04,revenue,matched
14734,Noon GCC,jah,2.04,2.72,29.37,0.75,0.06945863125638406,2.04,revenue,matched
1,Noon GCC,jep,0.0,2.72,20.84,0.0,0.0,0.0,revenue,matched
7104,Noon GCC,jo3,2.04,2.72,8.32,0.75,0.24519230769230768,2.04,revenue,matched
2345,Noon GCC,kdl,2.45,2.72,58.75,0.9007352941176471,0.04170212765957447,2.45,revenue,matched
189,Noon GCC,knc,2.39,2.72,8.68,0.8786764705882353,0.27534562211981567,2.39,revenue,matched
8486,Noon GCC,kq0,2935.17,3340.1600000000003,64318.42,0.8786764705882353,0.05124356775300172,2.39,revenue,matched
14590,Noon GCC,krj,2.45,2.72,16.01,0.9007352941176471,0.15302935665209244,2.45,revenue,matched
14590,Noon GCC,ky1,2.45,2.72,31.51,0.9007352941176471,0.07775309425579181,2.45,revenue,matched
14590,Noon GCC,ky2,2.04,2.72,30.98,0.75,0.065848934796643,2.04,revenue,matched
499,Noon GCC,l2a,135.66,180.88000000000002,2642.66,0.75,0.07319698600645856,2.04,revenue,matched
1,Noon GCC,l8n,0.0,5.44,45.09,0.9007352941176471,0.05883765609990394,2.45,,not matched
8486,Noon GCC,l8n,96.77000000000001,107.44000000000001,4577.01,0.9007352941176471,0.05883765609990394,2.45,revenue,matched
189,Noon GCC,lu4,4.78,5.44,74.94,0.8786764705882353,0.192002855816636,2.39,revenue,matched
14590,Noon GCC,lu9d,4.9,5.44,91.33,0.9007352941176471,0.09035700625234618,2.45,revenue,matched
14590,Noon GCC,lx1h,6.12,6.800000000000001,43.160000000000004,0.9001225490196079,0.1919010286734279,3.06,revenue,matched
1,Noon GCC,m2n,0.0,17.68,181.66,0.0,0.0,0.0,revenue,matched
14659,Noon GCC,mdz,10.2,13.600000000000001,105.61,0.75,0.09723546234509056,2.04,revenue,matched
10861,Noon GCC,me130,207.06,276.08000000000004,7260.0,0.75,0.05765969474279253,2.04,revenue,matched
14590,Noon GCC,med,2.45,2.72,30.24,0.9007352941176471,0.08101851851851853,2.45,revenue,matched
10368,Noon GCC,mido2,6.12,8.16,126.31,0.75,0.04454148471615721,2.04,revenue,matched
14590,Noon GCC,mmi,28.17,31.28,620.6,0.9007352941176471,0.04952496462502527,2.45,revenue,matched
14590,Noon GCC,mo3,2.45,2.72,5.31,0.9007352941176471,0.46139359698681737,2.45,revenue,matched
14590,Noon GCC,mtd,2.45,2.72,69.86,0.9007352941176471,0.03507014028056112,2.45,revenue,matched
6658,Noon GCC,mx55,9.24,10.88,266.03000000000003,0.8492647058823529,0.044552471864750615,2.31,revenue,matched
6658,Noon GCC,mx77,280.69,330.48,5528.71,0.8492647058823529,0.05477827839696467,2.31,revenue,matched
14590,Noon GCC,mx88,56.34,62.56,1148.23,0.9007352941176471,0.07524487743590691,2.45,revenue,matched
6658,Noon GCC,mx90,4.62,5.44,147.8,0.8492647058823529,0.03405010714746474,2.31,revenue,matched
1,Noon GCC,myj,0.0,2.72,9.54,0.0,0.0,0.0,revenue,matched
14590,Noon GCC,nd6,2.45,2.72,12.94,0.9007352941176471,0.1893353941267388,2.45,revenue,matched
7124,Noon GCC,nd9,2.04,2.72,22.12,0.75,0.0922242314647378,2.04,revenue,matched
14590,Noon GCC,nlvx,2.45,2.72,47.99,0.9007352941176471,0.05105230256303397,2.45,revenue,matched
2345,Noon GCC,nur,9.8,10.88,214.8,0.9007352941176471,0.15706557926543216,2.45,revenue,matched
1,Noon GCC,ona,0.0,8.16,121.61000000000001,0.0,0.0,0.0,revenue,matched
14590,Noon GCC,ow8c,12.25,13.600000000000001,203.07,0.9007352941176471,0.09148618371919343,2.45,revenue,matched
13864,Noon GCC,oz9,2.04,2.72,5.18,0.75,0.39382239382239387,2.04,revenue,matched
14623,Noon GCC,p1g,4.08,5.44,128.67000000000002,0.75,0.06990274694060902,2.04,revenue,matched
7142,Noon GCC,p9c,8.16,10.88,146.34,0.75,0.1312929598287675,2.04,revenue,matched
7104,Noon GCC,paq,144.84,193.12,2911.24,0.75,0.055382110427255785,2.04,revenue,matched
1,Noon GCC,pat,0.0,27.200000000000003,405.29,0.0,0.0,0.0,revenue,matched
1,Noon GCC,pof,0.0,2.72,34.45,0.0,0.0,0.0,revenue,matched
1,Noon GCC,ptq,0.0,2.72,22.38,0.0,0.0,0.0,revenue,matched
6729,Noon GCC,py6,79.7,93.84,1580.8700000000001,0.8492647058823529,0.06939088592314399,2.31,revenue,matched
3404,Noon GCC,qla,17.34,23.12,364.97,0.75,0.056118642166662056,2.04,revenue,matched
14590,Noon GCC,qnau,2.45,2.72,38.45,0.9007352941176471,0.06371911573472042,2.45,revenue,matched
10856,Noon GCC,qplj,70.38,93.84,1789.36,0.75,0.055598790451835335,2.04,revenue,matched
930,Noon GCC,radt,2.04,2.72,10.89,0.75,0.18732782369146006,2.04,revenue,matched
7983,Noon GCC,rhf21,6.12,8.16,84.7,0.75,0.06894221020615073,2.04,revenue,matched
12385,Noon GCC,rhf25,2.04,2.72,100.55,0.75,0.02028841372451517,2.04,revenue,matched
14590,Noon GCC,rhf26,2.45,2.72,49.34,0.9007352941176471,0.049655451965950545,2.45,revenue,matched
2345,Noon GCC,rhr,2.45,2.72,41.47,0.9007352941176471,0.05907885218230047,2.45,revenue,matched
14590,Noon GCC,rx2z,2.45,2.72,10.15,0.9007352941176471,0.2413793103448276,2.45,revenue,matched
5458,Noon GCC,s4e,390.66,520.88,10996.08,0.75,0.05506072874493927,2.04,revenue,matched
6947,Noon GCC,sak,21.42,28.560000000000002,472.3,0.75,0.08328260941665547,2.04,revenue,matched
7734,Noon GCC,sara120,2.04,2.72,26.9,0.75,0.07583643122676581,2.04,revenue,matched
2345,Noon GCC,sko,2.45,2.72,26.44,0.9007352941176471,0.09266263237518911,2.45,revenue,matched
2345,Noon GCC,sog,2.45,2.72,18.96,0.9007352941176471,0.12921940928270043,2.45,revenue,matched
7100,Noon GCC,spk,4.08,5.44,52.06,0.75,0.09116110876871077,2.04,revenue,matched
14757,Noon GCC,sut,4.08,5.44,707.36,0.75,0.07945079927036815,2.04,revenue,matched
14590,Noon GCC,sx1,2.45,2.72,16.18,0.9007352941176471,0.15142150803461066,2.45,revenue,matched
14801,Noon GCC,sx4,2.04,2.72,99.63,0.75,0.02047576031315869,2.04,revenue,matched
6133,Noon GCC,sx5,2.04,2.72,13.08,0.75,0.1559633027522936,2.04,revenue,matched
986,Noon GCC,sx8,2.31,2.72,53.73,0.8492647058823529,0.0429927414852038,2.31,revenue,matched
14590,Noon GCC,sy6,2.04,2.72,16.56,0.75,0.12318840579710146,2.04,revenue,matched
14590,Noon GCC,sy8,5.51,6.800000000000001,86.25,0.8253676470588236,0.07147034930032313,2.755,fixed,matched
14590,Noon GCC,t2pr,14.700000000000001,16.32,182.56,0.9007352941176471,0.11881496775010664,2.45,revenue,matched
1,Noon GCC,t9b,0.0,2.72,11.63,0.0,0.0,0.0,revenue,matched
14590,Noon GCC,tmx,4.9,5.44,74.94,0.9007352941176471,0.06986730300177908,2.45,revenue,matched
986,Noon GCC,tql,9.24,10.88,127.34,0.8492647058823529,0.06446898188404954,2.31,revenue,matched
14590,Noon GCC,twv,2.45,2.72,5.74,0.9007352941176471,0.4268292682926829,2.45,revenue,matched
14590,Noon GCC,tz7,6.12,8.16,76.2,0.75,0.07439824945295405,2.04,revenue,matched
12609,Noon GCC,ueu,2.04,2.72,34.45,0.75,0.059216255442670535,2.04,revenue,matched
5458,Noon GCC,uiu,74.46000000000001,99.28,1788.21,0.75,0.06884913938575768,2.04,revenue,matched
14782,Noon GCC,uke,2.31,2.72,53.14,0.8492647058823529,0.04347007903650734,2.31,revenue,matched
14590,Noon GCC,umv,6.12,6.800000000000001,24.67,0.9001225490196079,0.3500132107376876,3.06,revenue,matched
6767,Noon GCC,unr,2.31,2.72,64.68,0.8492647058823529,0.03571428571428571,2.31,revenue,matched
14727,Noon GCC,urpay1,1697.75,2318.8,36708.38,0.7352941176470588,0.05017561465127948,2.0,"mixed (revenue, sale)",not matched
14757,Noon GCC,uug,6.390000000000001,8.16,370.5,0.75,0.11773700305810397,2.04,"mixed (revenue, sale)",matched
6675,Noon GCC,uxs,4.9,5.44,339.83,0.9007352941176471,0.07027916558761334,2.45,revenue,matched
14590,Noon GCC,uya,892.94,991.44,17680.85,0.9007352941176471,0.058781190019193866,2.45,revenue,matched
14590,Noon GCC,v2m,2.45,2.72,25.07,0.9007352941176471,0.09772636617471081,2.45,revenue,matched
14590,Noon GCC,vba,2.45,2.72,19.13,0.9007352941176471,0.12807109252483012,2.45,revenue,matched
14590,Noon GCC,vbcz,78.39,87.04,1559.25,0.9007352941176471,0.08077810748433895,2.45,revenue,matched
986,Noon GCC,vbl,4.62,5.44,96.29,0.8492647058823529,0.08447549818272967,2.31,revenue,matched
6827,Noon GCC,vd3,2.04,2.72,15.51,0.75,0.13152804642166344,2.04,revenue,matched
14590,Noon GCC,vms,246.20000000000002,273.36,3950.44,0.9007352941176471,0.06386861313868614,2.45,revenue,matched
1,Noon GCC,vqe,0.0,10.88,103.33,0.0,0.0,0.0,revenue,matched
14590,Noon GCC,vuu,2.45,2.72,8.0,0.9007352941176471,0.30625,2.45,revenue,matched
6893,Noon GCC,vvrm,12.24,16.32,239.35,0.75,0.0713995385416257,2.04,revenue,matched
189,Noon GCC,vy8,2.39,2.72,14.41,0.8786764705882353,0.16585704371963914,2.39,revenue,matched
5389,Noon GCC,vz9,51.0,68.0,1573.75,0.75,0.04727694090382387,2.04,revenue,matched
14590,Noon GCC,wac87,2.04,2.72,34.07,0.75,0.05987672439095979,2.04,revenue,matched
14590,Noon GCC,wac88,2.45,2.72,2.94,0.9007352941176471,0.8333333333333334,2.45,revenue,matched
7862,Noon GCC,wad40,16.32,21.76,281.12,0.75,0.050507540544616876,2.04,revenue,matched
14419,Noon GCC,wad41,2.04,2.72,78.87,0.75,0.025865348041080257,2.04,revenue,matched
7416,Noon GCC,wad47,9.18,12.240000000000002,1110.8400000000001,0.75,0.009588293612678184,2.04,revenue,matched
986,Noon GCC,wbh,2.31,2.72,91.06,0.8492647058823529,0.025367889303755765,2.31,revenue,matched
14590,Noon GCC,wep,4.9,5.44,59.48,0.9007352941176471,0.09285844003988952,2.45,revenue,matched
6924,Noon GCC,wh2,57.120000000000005,76.16000000000001,1353.2,0.75,0.04779756326148079,2.04,revenue,matched
14590,Noon GCC,wmm,2.04,2.72,29.68,0.75,0.06873315363881402,2.04,revenue,matched
1,Noon GCC,wv1,0.0,2.72,42.28,0.0,0.0,0.0,revenue,matched
14590,Noon GCC,wwvq,2.45,2.72,62.51,0.9007352941176471,0.03919372900335947,2.45,revenue,matched
6722,Noon GCC,wx5,48.96,65.28,3968.88,0.75,0.028349533911143324,2.04,revenue,matched
189,Noon GCC,wx6,14.34,16.32,303.15999999999997,0.8786764705882353,0.20262715049630126,2.39,revenue,matched
189,Noon GCC,wy2,7.17,8.16,32.64,0.8786764705882353,0.2928921568627451,2.39,revenue,matched
189,Noon GCC,wy3,2.39,2.72,45.45,0.8786764705882353,0.052585258525852586,2.39,revenue,matched
6947,Noon GCC,xdbs,59.160000000000004,78.88000000000001,1259.69,0.75,0.08360655737704918,2.04,revenue,matched
986,Noon GCC,xld,3.47,4.08,234.99,0.8504901960784315,0.01476658581216222,3.47,revenue,matched
14590,Noon GCC,xmsf,2.45,2.72,32.7,0.9007352941176471,0.07492354740061162,2.45,revenue,matched
6924,Noon GCC,xnyn,39.78,53.040000000000006,1502.03,0.75,0.0298813534495386,2.04,revenue,matched
14590,Noon GCC,xpdd,2.45,2.72,48.64,0.9007352941176471,0.050370065789473686,2.45,revenue,matched
14590,Noon GCC,xr62,2.45,2.72,38.99,0.9007352941176471,0.06283662477558348,2.45,revenue,matched
14829,Noon GCC,xs7,2.04,2.72,34.98,0.75,0.058319039451114926,2.04,revenue,matched
7031,Noon GCC,xuv,6.12,8.16,104.94,0.75,0.05333333333333334,2.04,revenue,matched
14536,Noon GCC,xw4,2.04,2.72,5.07,0.75,0.40236686390532544,2.04,revenue,matched
5458,Noon GCC,xwh,6.12,8.16,108.94,0.75,0.054956896551724144,2.04,revenue,matched
14590,Noon GCC,xwpe,12.25,13.600000000000001,129.61,0.9007352941176471,0.20433694745621353,2.45,revenue,matched
6949,Noon GCC,y2b,2.04,2.72,42.11,0.75,0.048444549988126334,2.04,revenue,matched
14781,Noon GCC,ypp,30.6,40.800000000000004,1189.55,0.75,0.038424404248777674,2.04,revenue,matched
1,Noon GCC,ypt,0.0,12.24,34.64,0.0,0.0,0.0,revenue,matched
7142,Noon GCC,yww5,12.24,16.32,230.76999999999998,0.75,0.05629892234317545,2.04,revenue,matched
14782,Noon GCC,yww9,4.62,5.44,354.17,0.8492647058823529,0.06703871928240021,2.31,revenue,matched
2345,Noon GCC,zk1,4.9,5.44,35.769999999999996,0.9007352941176471,0.14712493897529533,2.45,revenue,matched
986,Noon GCC,zkd,3.47,4.08,41.39,0.8504901960784315,0.08383667552548925,3.47,revenue,matched
1,Noon GCC,zly,0.0,2.72,33.79,0.0,0.0,0.0,revenue,matched
2345,Noon GCC,zmc,12.25,13.600000000000001,196.0,0.9007352941176471,0.16990291262135923,2.45,revenue,matched
2345,Noon GCC,zmt,2.45,2.72,162.13,0.9007352941176471,0.015111330413865419,2.45,revenue,matched
6727,Noon GCC,zoh,2.04,2.72,55.61,0.75,0.036684049631361265,2.04,revenue,matched
14590,Noon GCC,zox,2.45,2.72,59.93,0.9007352941176471,0.04088102786584349,2.45,revenue,matched
6936,Noon GCC,zps,2.04,2.72,6.68,0.75,0.30538922155688625,2.04,revenue,matched
1,Noon GCC,zud,0.0,2.72,65.89,0.0,0.0,0.0,revenue,matched
6675,Noon GCC,zv3,64.92,72.08,1582.51,0.9007352941176471,0.04687201071360245,2.45,revenue,matched
14534,Noon GCC,zyz,4.08,5.44,22.03,0.75,0.20854191608430547,2.04,revenue,matched
14465,Osma,dz1,3.56,3.96,79.17,0.8989667049368543,0.04496514812048792,1.78,revenue,matched
6706,Osma,dz10,5.65,7.06,141.23,0.8,0.04,1.92,revenue,matched
5458,Osma,dz12,7.39,9.23,184.66,0.8,0.04000952607763753,1.65,revenue,matched
13945,Osma,dz17,7.9799999999999995,9.98,199.52,0.799746192893401,0.040000954240494636,3.9899999999999998,revenue,matched
6947,Osma,dz19,5.43,6.79,135.72,0.7999999999999999,0.04000952607763753,1.68,revenue,matched
14298,Osma,dz2,17.65,19.61,392.26,0.8999999999999999,0.04501071683734222,1.89,revenue,matched
6728,Osma,dz25,27.62,34.53,690.38,0.7999999999999999,0.04000952607763753,1.88,revenue,matched
7157,Osma,dz3,1.76,2.2,43.98,0.7999999999999999,0.040018190086402915,1.76,revenue,matched
6875,Osma,dz32,1.76,2.2,43.98,0.7999999999999999,0.040018190086402915,1.76,revenue,matched
14580,Osma,dz33,2.27,2.84,56.73,0.7992957746478874,0.04001410188612727,2.27,revenue,matched
14799,Osma,dz35,1.82,2.27,45.4,0.801762114537445,0.04008810572687225,1.82,revenue,matched
14646,Osma,dz36,5.14,6.42,128.44,0.7999999999999999,0.040018190086402915,1.7,revenue,matched
7847,Osma,dz38,18.93,23.66,473.35,0.8002557544757032,0.03999151866464516,3.075,revenue,matched
13864,Osma,dz4,8.64,10.79,215.82999999999998,0.8007666481226636,0.04004621494225934,4.32,revenue,matched
10856,Osma,dz40,30.28,37.85,756.77,0.7999999999999999,0.04000952607763753,1.815,revenue,matched
3607,Osma,dz43,5.98,7.470000000000001,149.26999999999998,0.8,0.04006186549175027,1.6,revenue,matched
6675,Osma,dz5,41.61,52.02,1040.6,0.7999999999999999,0.040008685376532044,1.835,revenue,matched
189,Osma,dz52,48.64,60.78,1215.64,0.7999999999999999,0.040012214603647386,1.855,revenue,matched
