Date,coupon,country,Usage
30-Aug-2025,K131,KSA,1
30-Aug-2025,K135,KSA,3
30-Aug-2025,K137,KSA,12
30-Aug-2025,K139,KSA,1
30-Aug-2025,K144,KSA,3
30-Aug-2025,K166,KSA,3
30-Aug-2025,K175,KSA,1
30-Aug-2025,K180,KSA,4
30-Aug-2025,K195,KSA,1
30-Aug-2025,K196,KSA,4
30-Aug-2025,K197,KSA,6
30-Aug-2025,K198,KSA,7
30-Aug-2025,KA1,KSA,1
30-Aug-2025,ka11,KSA,1
30-Aug-2025,Ka119,KSA,3
30-Aug-2025,Ka12,KSA,45
30-Aug-2025,KA2,KSA,14
30-Aug-2025,Ka23,KSA,1
30-Aug-2025,Ka4,KSA,3
30-Aug-2025,kA50,KSA,4
30-Aug-2025,KA59,KSA,1
30-Aug-2025,Ka60,KSA,1
30-Aug-2025,KA61,KSA,2
30-Aug-2025,KA64,KSA,2
30-Aug-2025,KA66,KSA,2
