Purchase Date (Date),ID,Coupon Code," Grand Total (Base) "
"Sep 3, 2025",1013000038594,AB198,170.1
"Sep 4, 2025",1013000038614,AB173,357.3
"Sep 7, 2025",1014000003263,AB61,458.1
"Sep 7, 2025",1013000038705,AB30,249.3
"Sep 10, 2025",1013000038910,AB61,227.7
"Sep 10, 2025",1014000003283,AB173,148.5
"Sep 10, 2025",1014000003284,AB173,148.5
"Sep 18, 2025",1013000039210,AB60,160.2
