Date,coupon,country,Usage
26-Aug-2025,k10,KSA,1
26-Aug-2025,k123,KSA,1
26-Aug-2025,K135,KSA,5
26-Aug-2025,K137,KSA,14
26-Aug-2025,K180,KSA,6
26-Aug-2025,K182,KSA,2
26-Aug-2025,K195,KSA,1
26-Aug-2025,K196,KSA,16
26-Aug-2025,K197,KSA,4
26-Aug-2025,K198,KSA,3
26-Aug-2025,KA1,KSA,4
26-Aug-2025,Ka11,KSA,1
26-Aug-2025,Ka119,KSA,2
26-Aug-2025,Ka12,KSA,44
26-Aug-2025,KA15,KSA,2
26-Aug-2025,KA2,KSA,1
26-Aug-2025,Ka23,KSA,1
26-Aug-2025,Ka37,KSA,2
26-Aug-2025,KA4,KSA,4
26-Aug-2025,Ka40,KSA,1
26-Aug-2025,Ka50,KSA,4
26-Aug-2025,KA59,KSA,1
26-Aug-2025,KA61,KSA,2
26-Aug-2025,KA63,KSA,4
26-Aug-2025,KA70,KSA,1
26-Aug-2025,Ka88,KSA,1
26-Aug-2025,KA99,KSA,4
26-Aug-2025,SS13,KSA,1
26-Aug-2025,SS25,KSA,1
