Date,coupon,country,Usage
03-Oct-2025,K123,KSA,2
03-Oct-2025,K135,KSA,14
03-Oct-2025,K137,KSA,2
03-Oct-2025,K166,KSA,6
03-Oct-2025,K190,KSA,1
03-Oct-2025,k191,KSA,1
03-Oct-2025,K194,KSA,1
03-Oct-2025,K197,KSA,10
03-Oct-2025,Ka1,KSA,2
03-Oct-2025,Ka115,KSA,1
03-Oct-2025,Ka119,KSA,1
03-Oct-2025,Ka12,KSA,44
03-Oct-2025,KA13,KSA,2
03-Oct-2025,KA15,KSA,2
03-Oct-2025,KA2,KSA,8
03-Oct-2025,KA21,KSA,6
03-Oct-2025,ka22,KSA,1
03-Oct-2025,KA34,KSA,1
03-Oct-2025,KA4,KSA,1
03-Oct-2025,Ka40,KSA,1
03-Oct-2025,KA46,KSA,1
03-Oct-2025,Ka50,KSA,5
03-Oct-2025,KA55,KSA,4
03-Oct-2025,KA57,KSA,1
03-Oct-2025,KA59,KSA,1
03-Oct-2025,ka60,KSA,4
03-Oct-2025,KA64,KSA,2
03-Oct-2025,Ka66,KSA,5
03-Oct-2025,KA85,KSA,1
03-Oct-2025,ka88,KSA,1
03-Oct-2025,KA99,KSA,1
03-Oct-2025,SS33,KSA,3
