Date,coupon,country,Usage
03-Oct-2025,U1,JOR,6
03-Oct-2025,U118,JOR,2
03-Oct-2025,U12,JOR,1
03-Oct-2025,U121,JOR,1
03-Oct-2025,U124,JOR,3
03-Oct-2025,U14,JOR,1
03-Oct-2025,u2,JOR,15
03-Oct-2025,U30,JOR,1
03-Oct-2025,U44,JOR,1
03-Oct-2025,U46,JOR,1
03-Oct-2025,U5,JOR,1
03-Oct-2025,U64,JOR,2
03-Oct-2025,U8,JOR,1
