Purchase Date (Date),ID,Coupon Code," Grand Total (Base) "
"Jun 26, 2025",1013000036126,AB60,544.5
"Jun 26, 2025",1014000003052,AB173,341.1
"Jun 27, 2025",1013000036188,AB60,176.4
"Jun 28, 2025",1013000036266,AB173,91.1
"Jul 1, 2025",1013000036410,AB173,151.2
"Jul 1, 2025",1013000036412,AB60,309.6
"Jul 2, 2025",1013000036451,AB60,161.1
