Transation ID,offer_id,datetime,status,revenue,sale_amount,affiliate_info1,geo
2078405,1341,9/20/2025,pending,3.93,78.6,AWW3,omn
2078406,1341,9/20/2025,pending,3.93,78.6,AWW3,omn
2078407,1341,9/20/2025,pending,5.8996,84.28,DD5,qatar
2078408,1341,9/20/2025,pending,5.6133,80.19,DD10,uae
2078409,1341,9/20/2025,pending,5.6133,80.19,DD10,uae
2078410,1341,9/20/2025,pending,5.6133,80.19,DD10,uae
2078411,1341,9/20/2025,pending,4.0095,80.19,DI4,uae
2078412,1341,9/20/2025,pending,5.1569,73.67,DD4,ksa
2078413,1341,9/20/2025,pending,5.9682,85.26,DD7,uae
2078414,1341,9/20/2025,pending,5.9682,85.26,DD7,uae
2078415,1341,9/20/2025,pending,9.52,136,DD4,ksa
2078416,1341,9/20/2025,pending,6.8025,136.05,DI5,ksa
2078417,1341,9/20/2025,pending,13.8866,198.38,DD10,ksa
2078418,1341,9/23/2025,pending,4.8426,69.18,DD1,ksa
2078419,1341,9/21/2025,pending,4.8426,69.18,DD10,ksa
2078420,1341,9/22/2025,pending,4.8426,69.18,DD10,ksa
2078421,1341,9/22/2025,pending,4.8426,69.18,DD10,ksa
2078422,1341,9/22/2025,pending,4.8426,69.18,DD10,ksa
2078423,1341,9/22/2025,pending,4.2721,61.03,DD10,ksa
2078424,1341,9/22/2025,pending,4.8426,69.18,DD10,ksa
2078425,1341,9/23/2025,pending,4.8426,69.18,DD10,ksa
2078426,1341,9/23/2025,pending,4.4303,63.29,DD10,ksa
2078427,1341,9/23/2025,pending,4.8426,69.18,DD10,ksa
2078428,1341,9/24/2025,pending,4.8426,69.18,DD10,ksa
2078429,1341,9/21/2025,pending,5.6133,80.19,DD10,uae
2078430,1341,9/22/2025,pending,5.9682,85.26,DD10,uae
2078431,1341,9/22/2025,pending,10.5133,150.19,DD10,uae
2078432,1341,9/22/2025,pending,5.6133,80.19,DD10,uae
2078433,1341,9/23/2025,pending,5.614,80.2,DD10,uae
2078434,1341,9/24/2025,pending,5.614,80.2,DD10,uae
2078435,1341,9/22/2025,pending,5.9598,85.14,DD10,qtr
2078436,1341,9/22/2025,pending,5.7939,82.77,DD10,kwt
2078437,1341,9/23/2025,pending,10.8304,154.72,DD10,kwt
2078438,1341,9/23/2025,pending,5.502,78.6,DD10,omn
2078439,1341,9/22/2025,pending,4.7915,68.45,DD3,ksa
2078440,1341,9/22/2025,pending,4.7915,68.45,DD3,ksa
2078441,1341,9/22/2025,pending,3.0156,43.08,DD3,ksa
2078442,1341,9/22/2025,pending,4.7915,68.45,DD3,ksa
2078443,1341,9/22/2025,pending,4.7915,68.45,DD3,ksa
2078444,1341,9/22/2025,pending,4.7915,68.45,DD3,ksa
2078445,1341,9/22/2025,pending,4.7915,68.45,DD3,ksa
2078446,1341,9/22/2025,pending,4.7915,68.45,DD3,ksa
2078447,1341,9/23/2025,pending,4.7915,68.45,DD3,ksa
2078448,1341,9/21/2025,pending,4.7915,68.45,DD4,ksa
2078449,1341,9/21/2025,pending,4.7915,68.45,DD4,ksa
2078450,1341,9/22/2025,pending,4.7915,68.45,DD4,ksa
2078451,1341,9/22/2025,pending,4.7915,68.45,DD4,ksa
2078452,1341,9/23/2025,pending,4.7915,68.45,DD4,ksa
2078453,1341,9/23/2025,pending,4.7915,68.45,DD4,ksa
2078454,1341,9/23/2025,pending,4.7915,68.45,DD4,ksa
2078455,1341,9/23/2025,pending,4.7915,68.45,DD4,ksa
2078456,1341,9/22/2025,pending,5.9115,84.45,DD4,uae
2078457,1341,9/23/2025,pending,9.1553,130.79,DD5,ksa
2078458,1341,9/24/2025,pending,4.7915,68.45,DD5,ksa
2078459,1341,9/22/2025,pending,5.5566,79.38,DD5,uae
2078460,1341,9/23/2025,pending,5.4453,77.79,DD5,omn
2078461,1341,9/23/2025,pending,5.4453,77.79,DD5,omn
2078462,1341,9/21/2025,pending,5.1583,73.69,DD5,bhr
2078463,1341,9/22/2025,pending,5.1583,73.69,DD5,bhr
2078464,1341,9/22/2025,pending,4.8426,69.18,DD7,ksa
2078465,1341,9/22/2025,pending,4.8426,69.18,DD7,ksa
2078466,1341,9/22/2025,pending,5.5251,78.93,DD7,ksa
2078467,1341,9/23/2025,pending,9.2064,131.52,DD7,ksa
2078468,1341,9/21/2025,pending,5.6133,80.19,DD7,uae
2078469,1341,9/23/2025,pending,5.614,80.2,DD7,uae
2078470,1341,9/24/2025,pending,5.614,80.2,DD7,uae
2078471,1341,9/22/2025,pending,4.7915,68.45,DD8,ksa
2078472,1341,9/22/2025,pending,4.7915,68.45,DD8,ksa
2078473,1341,9/22/2025,pending,4.7915,68.45,DD8,ksa
2078474,1341,9/22/2025,pending,4.7915,68.45,DD8,ksa
2078475,1341,9/23/2025,pending,3.459,69.18,DI16,ksa
2078476,1341,9/23/2025,pending,5.148,102.96,DI24,ksa
2078477,1341,9/23/2025,pending,6.576,131.52,DI24,ksa
2078478,1341,9/23/2025,pending,3.459,69.18,DI24,ksa
2078479,1341,9/23/2025,pending,3.459,69.18,DI24,ksa
2078480,1341,9/22/2025,pending,4.0095,80.19,DI24,uae
2078481,1341,9/23/2025,pending,4.01,80.2,DI24,uae
2078482,1341,9/23/2025,pending,3.459,69.18,DI25,ksa
2078483,1341,9/21/2025,pending,2.663,53.26,DI44,uae
2078484,1341,9/21/2025,pending,3.9635,79.27,DI5,bhr
2078485,1341,9/23/2025,pending,4.263,85.26,DI95,uae
2078486,1341,9/21/2025,pending,1.918,38.36,TT14,ksa
2078487,1341,9/22/2025,pending,2.1445,42.89,TT14,ksa
2078488,1341,9/22/2025,pending,3.278,65.56,TT14,ksa
2078489,1341,9/21/2025,pending,4.8426,69.18,DD10,ksa
2078490,1341,9/22/2025,pending,23.2477,332.11,DD10,ksa
2078491,1341,9/22/2025,pending,4.8426,69.18,DD10,ksa
2078492,1341,9/23/2025,pending,4.8426,69.18,DD10,ksa
2078493,1341,9/23/2025,pending,4.8426,69.18,DD10,ksa
2078494,1341,9/22/2025,pending,9.9295,141.85,DD10,uae
2078495,1341,9/23/2025,pending,10.5133,150.19,DD10,uae
2078496,1341,9/22/2025,pending,5.7939,82.77,DD10,kwt
2078497,1341,9/23/2025,pending,5.7911,82.73,DD10,kwt
2078498,1341,9/23/2025,pending,5.5566,79.38,DD15,uae
2078499,1341,9/21/2025,pending,4.7915,68.45,DD3,ksa
2078500,1341,9/21/2025,pending,4.7915,68.45,DD3,ksa
2078501,1341,9/21/2025,pending,4.7915,68.45,DD3,ksa
2078502,1341,9/21/2025,pending,4.7915,68.45,DD3,ksa
2078503,1341,9/21/2025,pending,4.7915,68.45,DD3,ksa
2078504,1341,9/22/2025,pending,4.7915,68.45,DD3,ksa
2078505,1341,9/23/2025,pending,4.7915,68.45,DD3,ksa
2078506,1341,9/23/2025,pending,4.7915,68.45,DD3,ksa
2078507,1341,9/23/2025,pending,4.7915,68.45,DD3,ksa
2078508,1341,9/23/2025,pending,4.7915,68.45,DD3,ksa
2078509,1341,9/23/2025,pending,4.7915,68.45,DD3,ksa
2078510,1341,9/23/2025,pending,4.7915,68.45,DD3,ksa
2078511,1341,9/21/2025,pending,4.7915,68.45,DD4,ksa
2078512,1341,9/22/2025,pending,4.7915,68.45,DD4,ksa
2078513,1341,9/23/2025,pending,4.7915,68.45,DD4,ksa
2078514,1341,9/22/2025,pending,4.7915,68.45,DD5,ksa
2078515,1341,9/21/2025,pending,5.5566,79.38,DD5,uae
2078516,1341,9/22/2025,pending,10.9571,156.53,DD7,uae
2078517,1341,9/22/2025,pending,5.6133,80.19,DD7,uae
2078518,1341,9/21/2025,pending,3.459,69.18,DI24,ksa
2078519,1341,9/21/2025,pending,3.459,69.18,DI4,ksa
2078520,1341,9/24/2025,pending,6.576,131.52,DI77,ksa
2078521,1341,9/21/2025,pending,3.459,69.18,TT14,ksa
2078522,1341,9/22/2025,pending,3.459,69.18,TT14,ksa
2078523,1341,9/24/2025,pending,3.459,69.18,TT14,ksa
