Date,coupon,country,Usage
22-Aug-2025,K123,KSA,2
22-Aug-2025,K135,KSA,7
22-Aug-2025,K137,KSA,8
22-Aug-2025,K144,KSA,5
22-Aug-2025,K166,KSA,1
22-Aug-2025,k180,KSA,2
22-Aug-2025,K182,KSA,3
22-Aug-2025,K186,KSA,1
22-Aug-2025,K198,KSA,4
22-Aug-2025,KA1,KSA,18
22-Aug-2025,Ka12,KSA,36
22-Aug-2025,KA15,KSA,3
22-Aug-2025,Ka16,KSA,1
22-Aug-2025,Ka17,KSA,1
22-Aug-2025,KA2,KSA,2
22-Aug-2025,ka37,KSA,1
22-Aug-2025,KA4,KSA,1
22-Aug-2025,KA50,KSA,4
22-Aug-2025,KA59,KSA,3
22-Aug-2025,KA61,KSA,1
22-Aug-2025,KA63,KSA,1
22-Aug-2025,KA78,KSA,1
22-Aug-2025,Ka88,KSA,3
22-Aug-2025,SS25,KSA,1
