Date,coupon,country,Usage
07-Sep-2025,K135,KSA,5
07-Sep-2025,K137,KSA,3
07-Sep-2025,K166,KSA,2
07-Sep-2025,K180,KSA,4
07-Sep-2025,K182,KSA,2
07-Sep-2025,K195,KSA,3
07-Sep-2025,K197,KSA,17
07-Sep-2025,Ka1,KSA,3
07-Sep-2025,ka11,KSA,1
07-Sep-2025,Ka119,KSA,2
07-Sep-2025,Ka12,KSA,56
07-Sep-2025,Ka14,KSA,1
07-Sep-2025,KA15,KSA,8
07-Sep-2025,Ka16,KSA,1
07-Sep-2025,Ka23,KSA,2
07-Sep-2025,Ka37,KSA,1
07-Sep-2025,KA4,KSA,2
07-Sep-2025,KA5,KSA,1
07-Sep-2025,kA50,KSA,5
07-Sep-2025,KA56,KSA,1
07-Sep-2025,KA59,KSA,9
07-Sep-2025,KA60,KSA,3
07-Sep-2025,KA61,KSA,1
07-Sep-2025,KA66,KSA,4
07-Sep-2025,KA68,KSA,1
07-Sep-2025,KA7,KSA,1
