EVENT DATE,SOURCE,CAMPAIGN,UNIQUE ID,PUBLISHER ID,ORDER NUMBER,ORDER VALUE
"Oct 5, 2025",C1000266L,CHEESECAKE,14590,AFFCC10739285JRPMKTG,NSAHA0034318838,114.645295538
"Oct 5, 2025",C1000266L,CHEESECAKE,14590,AFFCC10739285JRPMKTG,NSAHA0032561872,142.80464835
"Oct 5, 2025",C1000266L,CHEESECAKE,14590,AFFCC10739285JRPMKTG,null,null
"Oct 5, 2025",C1000266L,CHEESECAKE,14590,AFFCC10739285JRPMKTG,NAEHA0028475655,179.00389325
"Oct 5, 2025",C1000266L,CHEESECAKE,14590,AFFCC10739285JRPMKTG,NAEHA0073803284,232.905065576
"Oct 5, 2025",C1000266L,CHEESECAKE,14590,AFFCC10739285JRPMKTG,NSAHA0069680636,205.636734713
"Oct 5, 2025",C1000266L,CHEESECAKE,14590,AFFCC10739285JRPMKTG,NSAHA0045965751,233.1104685
"Oct 5, 2025",C1000266L,CHEESECAKE,14590,AFFCC10739285JRPMKTG,NSAHA0098700791,184.137681
"Oct 5, 2025",C1000266L,CHEESECAKE,14590,AFFCC10739285JRPMKTG,NAEHA0056918551,350.457622289
"Oct 4, 2025",C1000266L,CHEESECAKE,14590,AFFCC10739285JRPMKTG,NSAHA0032215556,null
"Oct 4, 2025",C1000266L,CHEESECAKE,14590,AFFCC10739285JRPMKTG,NSAHA0059767349,91.921922138
"Oct 4, 2025",C1000266L,CHEESECAKE,14590,AFFCC10739285JRPMKTG,NSAHA0023935491,78.503378363
"Oct 4, 2025",C1000266L,CHEESECAKE,14590,AFFCC10739285JRPMKTG,NSAHA0050787239,106.711703963
"Oct 4, 2025",C1000266L,CHEESECAKE,14590,AFFCC10739285JRPMKTG,NSAHA0028975752,83.30271153800001
"Oct 4, 2025",C1000266L,CHEESECAKE,14590,AFFCC10739285JRPMKTG,NAEHA0074008250,16.92036801
"Oct 4, 2025",C1000266L,CHEESECAKE,14590,AFFCC10739285JRPMKTG,NAEHA0074008250,50.16109098
"Oct 4, 2025",C1000266L,CHEESECAKE,14590,AFFCC10739285JRPMKTG,NSAHA0000096568,809.6670957389999
"Oct 4, 2025",C1000266L,CHEESECAKE,14590,AFFCC10739285JRPMKTG,NSAHA0098194623,208.62407475
"Oct 4, 2025",C1000266L,CHEESECAKE,14590,AFFCC10739285JRPMKTG,null,null
"Oct 4, 2025",C1000266L,CHEESECAKE,14590,AFFCC10739285JRPMKTG,NAEHA0081472571,39.700863475
"Oct 3, 2025",C1000266L,CHEESECAKE,14590,AFFCC10739285JRPMKTG,NSAHA0052053443,175.32257925
