Date,coupon,country,Usage
12-Jul-2025,K123,KSA,1
12-Jul-2025,k127,KSA,2
12-Jul-2025,k130,KSA,1
12-Jul-2025,K135,KSA,25
12-Jul-2025,K137,KSA,10
12-Jul-2025,K141,KSA,19
12-Jul-2025,K144,KSA,2
12-Jul-2025,K150,KSA,1
12-Jul-2025,K163,KSA,2
12-Jul-2025,K166,KSA,3
12-Jul-2025,k180,KSA,3
12-Jul-2025,K182,KSA,1
12-Jul-2025,K195,KSA,10
12-Jul-2025,K196,KSA,10
12-Jul-2025,K199,KSA,1
12-Jul-2025,KA1,KSA,1
12-Jul-2025,Ka12,KSA,45
12-Jul-2025,KA15,KSA,1
12-Jul-2025,Ka2,KSA,1
12-Jul-2025,KA21,KSA,1
12-Jul-2025,Ka23,KSA,1
12-Jul-2025,KA4,KSA,1
12-Jul-2025,Ka56,KSA,1
12-Jul-2025,KA59,KSA,2
12-Jul-2025,KA60,KSA,5
12-Jul-2025,KA61,KSA,2
12-Jul-2025,KA63,KSA,1
12-Jul-2025,KA66,KSA,2
12-Jul-2025,Ka7,KSA,1
12-Jul-2025,KA70,KSA,1
12-Jul-2025,KA81,KSA,1
12-Jul-2025,ka90,KSA,2
12-Jul-2025,ka99,KSA,1
