Order Date,Order ID,Coupon Code,Customer Type,Order Country,Channels,Gender,Brand,Category,Gross Revenue
"Sep 17, 2024, 2:03:27 PM",APPENUAE80031005803119,DH3,Returning,United Arab Emirates,App,WOMEN,STAUD,SHOULDER BAGS,1088.57
"Sep 17, 2024, 12:58:11 PM",APPENKSA80033005864779,DH3,NEW,Saudi Arabia,App,WOMEN,SENSO,BOOTS,543.73
"Sep 17, 2024, 12:36:28 PM",ANDENKSA80033005616324,DH3,Returning,Saudi Arabia,App,WOMEN,SAM EDELMAN,FLAT SHOES,352.28
"Sep 17, 2024, 12:33:06 PM",APPENKSA80033005862345,DH3,NEW,Saudi Arabia,App,MEN,BIRKENSTOCK,SANDALS,252.72
"Sep 17, 2024, 10:33:48 AM",APPENKSA80033005856556,DH3,Returning,Saudi Arabia,App,MEN,NEW BALANCE,SNEAKERS,283.36
"Sep 17, 2024, 7:29:47 AM",APPORKSA80034005726458,DH3,NEW,Saudi Arabia,App,WOMEN,AMINA MUADDI,PUMPS,1991.15
"Sep 17, 2024, 1:48:46 AM",APPORKSA80034005768737,DH101,NEW,Saudi Arabia,App,UNISEX,ADIDAS,SNEAKERS,153.16
"Sep 17, 2024, 1:48:46 AM",APPORKSA80034005768737,DH101,NEW,Saudi Arabia,App,BABY,NIKE,SNEAKERS,214.44
"Sep 17, 2024, 12:32:52 AM",APPORKSA80034005850841,DH3,Returning,Saudi Arabia,App,WOMEN,GOLDEN GOOSE,SNEAKERS,1562.28
"Sep 16, 2024, 11:30:38 PM",APPENKSA80033005818827,DH3,Returning,Saudi Arabia,App,WOMEN,GOLDEN GOOSE,SNEAKERS,1562.28
"Sep 16, 2024, 11:10:30 PM",APPENKSA80033005821961,DH3,NEW,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",NEW BALANCE,SNEAKERS,313.99
"Sep 16, 2024, 10:26:41 PM",APPORKSA80034005834814,DH3,Returning,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",NEW BALANCE,SNEAKERS,313.99
"Sep 16, 2024, 10:10:51 PM",APPENKSA80033005862045,DH3,NEW,Saudi Arabia,App,WOMEN,TOMMY HILFIGER,SNEAKERS,444.18
"Sep 16, 2024, 8:49:07 PM",APPORKSA80034005861470,KYF,NEW,Saudi Arabia,App,WOMEN,MOON BOOT,BOOTS,390.57
"Sep 16, 2024, 7:15:47 PM",APPENKSA80033005859133,KYF,NEW,Saudi Arabia,App,WOMEN,JW PEI,TOP-HANDLE BAGS,390.57
"Sep 16, 2024, 5:23:19 PM",APPORKSA80034005860388,DH3,Returning,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",NEW BALANCE,SNEAKERS,313.99
"Sep 16, 2024, 3:33:45 PM",APPORKSA80034005840122,DH3,Returning,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",ADIDAS,SNEAKERS,421.2
"Sep 16, 2024, 1:45:00 AM",APPENKSA80033005452730,DH3,Returning,Saudi Arabia,App,WOMEN,ALOHAS,SNEAKERS,597.34
"Sep 16, 2024, 1:45:00 AM",APPENKSA80033005452730,DH3,Returning,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",ASICS,SNEAKERS,444.18
"Sep 16, 2024, 12:47:00 AM",APPENKSA80033005858119,DH3,NEW,Saudi Arabia,App,MEN,BIRKENSTOCK,SANDALS,382.91
"Sep 15, 2024, 9:47:04 PM",APPENKSA80033005798630,KYF,Returning,Saudi Arabia,App,WOMEN,SAM EDELMAN,FLAT SHOES,574.37
"Sep 15, 2024, 8:26:06 PM",ORKSA80034000093982,DH3,Returning,Saudi Arabia,Web,WOMEN,LOEFFLER RANDALL,MULES,1370.83
"Sep 15, 2024, 8:03:19 PM",APPORKSA80034005857298,DH3,NEW,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",ADIDAS,SNEAKERS,421.2
"Sep 15, 2024, 1:13:06 AM",ORKSA80034000093970,DG9,NEW,Saudi Arabia,Web,UNISEX,ADIDAS,SNEAKERS,229.75
"Sep 15, 2024, 12:26:16 AM",APPORKSA80034005853625,DH3,NEW,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",NEW BALANCE,SNEAKERS,490.13
"Sep 14, 2024, 6:30:05 PM",APPORKSA80034005705901,DH3,NEW,Saudi Arabia,App,WOMEN,TORY BURCH,TOTES,1355.51
"Sep 14, 2024, 4:47:57 PM",APPENKSA80033005662221,KYF,NEW,Saudi Arabia,App,WOMEN,RENE CAOVILLA,SANDALS,4556.66
"Sep 14, 2024, 3:49:06 PM",ORKSA80033000094514,DH3,NEW,Saudi Arabia,Web,WOMEN,JACQUEMUS,TOP-HANDLE BAGS,2940.77
"Sep 14, 2024, 3:34:36 PM",APPENKSA80033005850362,DH3,Returning,Saudi Arabia,App,WOMEN,SCAROSSO,FLAT SHOES,995.57
"Sep 14, 2024, 3:34:36 PM",APPENKSA80033005850362,DH3,Returning,Saudi Arabia,App,WOMEN,AURELIEN,FLAT SHOES,1574.2
"Sep 14, 2024, 7:26:17 AM",APPORKSA80034005725465,DH3,Returning,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",ADIDAS,SNEAKERS,421.2
"Sep 13, 2024, 7:28:29 PM",APPORKSA80034005848771,DH3,Returning,Saudi Arabia,App,WOMEN,GOLDEN GOOSE,SNEAKERS,2228.55
"Sep 13, 2024, 6:49:53 PM",APPORKWT80036005848935,DG22,NEW,Kuwait,App,WOMEN,NEW BALANCE,SNEAKERS,516.62
"Sep 13, 2024, 5:09:09 PM",APPORKSA80034005850364,BH33,NEW,Saudi Arabia,App,MEN,MICHAEL KORS,SNEAKERS,750.51
"Sep 13, 2024, 2:08:13 PM",APPENKSA80033005849874,KYF,Returning,Saudi Arabia,App,WOMEN,VEJA,SNEAKERS,459.5
"Sep 13, 2024, 1:42:59 PM",APPORKSA80034005841200,DH3,Returning,Saudi Arabia,App,WOMEN,VEJA,SNEAKERS,536.08
"Sep 13, 2024, 11:06:25 AM",APPENKSA80033005725398,KYF,Returning,Saudi Arabia,App,WOMEN,AQUAZZURA,SANDALS,3966.98
"Sep 12, 2024, 8:24:20 PM",APPENKSA80033005799287,DH3,NEW,Saudi Arabia,App,WOMEN,STELLA MCCARTNEY,TOTES,2749.32
"Sep 12, 2024, 8:24:20 PM",APPENKSA80033005799287,DH3,NEW,Saudi Arabia,App,WOMEN,JW PEI,TOP-HANDLE BAGS,781.14
"Sep 12, 2024, 7:49:04 PM",APPORKSA80034005847519,DH3,NEW,Saudi Arabia,App,WOMEN,TORY BURCH,CROSS BODY BAGS,1202.35
"Sep 12, 2024, 5:43:21 PM",APPENUAE80031005847284,KYF,Returning,United Arab Emirates,App,WOMEN,TONI PONS,ESPADRILLES,360
"Sep 11, 2024, 8:14:28 PM",APPENKSA80033005844802,DH3,NEW,Saudi Arabia,App,WOMEN,SAM EDELMAN,FLAT SHOES,528.42
"Sep 11, 2024, 4:19:02 PM",APPENKSA80033005699218,DH3,NEW,Saudi Arabia,App,WOMEN,VEJA,SNEAKERS,758.17
"Sep 11, 2024, 3:16:49 PM",APPORKSA80034005770723,DH3,Returning,Saudi Arabia,App,WOMEN,GOLDEN GOOSE,SNEAKERS,2228.55
"Sep 11, 2024, 3:58:05 AM",APPORKSA80034005842759,KYF,NEW,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",ADIDAS,SNEAKERS,421.2
"Sep 11, 2024, 3:06:02 AM",APPENKSA80033005842709,DH3,NEW,Saudi Arabia,App,MEN,MAGNANNI,SNEAKERS,1133.42
"Sep 10, 2024, 11:47:27 PM",APPENKSA80033005842363,KYF,NEW,Saudi Arabia,App,WOMEN,JW PEI,TOP-HANDLE BAGS,390.57
"Sep 10, 2024, 11:37:28 PM",APPENKSA80033005833340,KYF,Returning,Saudi Arabia,App,WOMEN,SAM EDELMAN,FLAT SHOES,574.37
"Sep 10, 2024, 4:49:15 PM",APPORKSA80034005825203,DH3,NEW,Saudi Arabia,App,WOMEN,VEJA,SNEAKERS,536.08
"Sep 10, 2024, 3:48:57 PM",APPENKSA80033005705815,KYF,NEW,Saudi Arabia,App,WOMEN,SAM EDELMAN,PUMPS,536.08
"Sep 10, 2024, 3:25:09 PM",APPORKSA80034005840974,DH3,NEW,Saudi Arabia,App,WOMEN,VEJA,SNEAKERS,536.08
"Sep 10, 2024, 1:09:15 PM",APPENKSA80033005732293,DH3,NEW,Saudi Arabia,App,WOMEN,NEW BALANCE,SNEAKERS,528.42
"Sep 10, 2024, 1:01:15 PM",APPORKSA80034005832670,DH3,NEW,Saudi Arabia,App,WOMEN,NEW BALANCE,SNEAKERS,490.13
"Sep 10, 2024, 9:28:12 AM",APPORKSA80034005778219,DH3,Returning,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",NEW BALANCE,SNEAKERS,773.48
"Sep 10, 2024, 12:16:30 AM",APPORKSA80034005839383,DH3,NEW,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",ADIDAS,SNEAKERS,421.2
"Sep 9, 2024, 11:50:47 PM",APPENUAE80031005838846,DG1,NEW,United Arab Emirates,App,WOMEN,TORY BURCH,JEWELRY,514.29
"Sep 9, 2024, 8:21:27 PM",APPORKSA80034005838573,DH3,NEW,Saudi Arabia,App,BOY,NEW BALANCE,SNEAKERS,344.62
"Sep 9, 2024, 7:50:05 PM",ORKSA80033000094435,DH3,NEW,Saudi Arabia,Web,WOMEN,UGG,BOOTS,627.98
"Sep 9, 2024, 6:37:21 PM",APPORKSA80034005838396,KYF,NEW,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",ADIDAS,SNEAKERS,421.2
"Sep 9, 2024, 4:41:57 PM",APPORKSA80034005838089,KYF,NEW,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",NEW BALANCE,SNEAKERS,474.81
"Sep 9, 2024, 8:49:24 AM",APPORKSA80034005836915,DG66,NEW,Saudi Arabia,App,WOMEN,,PUMPS,0
"Sep 9, 2024, 8:49:24 AM",APPORKSA80034005836915,DG66,NEW,Saudi Arabia,App,WOMEN,MALONE SOULIERS,PUMPS,1937.54
"Sep 9, 2024, 4:11:23 AM",APPORKSA80034005294951,DH3,Returning,Saudi Arabia,App,WOMEN,SAM EDELMAN,PUMPS,528.42
"Sep 9, 2024, 12:51:03 AM",APPORKSA80034005746247,DH3,Returning,Saudi Arabia,App,GIRL,ADIDAS,SNEAKERS,214.43
"Sep 8, 2024, 5:07:22 PM",APPORKSA80034005639222,DH76,Returning,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",NEW BALANCE,SNEAKERS,474.81
"Sep 8, 2024, 5:07:22 PM",APPORKSA80034005639222,DH76,Returning,Saudi Arabia,App,WOMEN,JW PEI,TOP-HANDLE BAGS,390.57
"Sep 8, 2024, 2:05:23 AM",APPENKSA80033005800868,DH3,Returning,Saudi Arabia,App,WOMEN,SAM EDELMAN,FLAT SHOES,574.37
"Sep 7, 2024, 11:49:05 PM",APPORKWT80036000010827,BH25,NEW,Kuwait,App,WOMEN,NEW BALANCE,SNEAKERS,430.39
"Sep 7, 2024, 8:34:43 PM",APPORKSA80034005832429,DG18,NEW,Saudi Arabia,App,WOMEN,JW PEI,TOP-HANDLE BAGS,390.57
"Sep 7, 2024, 5:01:50 PM",APPENKSA80033005831804,DH3,NEW,Saudi Arabia,App,WOMEN,SCAROSSO,FLAT SHOES,995.57
"Sep 7, 2024, 4:52:05 PM",ORKSA80033000094386,DH3,NEW,Saudi Arabia,Web,WOMEN,COPERNI,TOP-HANDLE BAGS,559.05
"Sep 7, 2024, 4:45:05 PM",ORKSA80034000093820,BH33,Returning,Saudi Arabia,Web,WOMEN,KANNA,ESPADRILLES,444.18
"Sep 7, 2024, 4:45:05 PM",ORKSA80034000093820,BH33,Returning,Saudi Arabia,Web,WOMEN,TONI PONS,ESPADRILLES,399.94
"Sep 7, 2024, 4:41:13 PM",APPENKSA80033005829854,DH3,NEW,Saudi Arabia,App,MEN,BRUNELLO CUCINELLI,LOAFERS,3875.08
"Sep 7, 2024, 4:30:48 PM",APPENKSA80033005831703,DH3,NEW,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",ADIDAS,SNEAKERS,428.86
"Sep 7, 2024, 2:11:29 PM",APPENUAE80031005830921,DH3,Returning,United Arab Emirates,App,BABY,ANDANINES,BALLERINAS,300
"Sep 7, 2024, 3:08:06 AM",ORKSA80034000093806,DG18,NEW,Saudi Arabia,Web,MEN,TAMASHEE,SANDALS,582.03
"Sep 6, 2024, 10:54:33 PM",APPORKSA80034005829410,DH3,NEW,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",ADIDAS,SNEAKERS,612.66
"Sep 6, 2024, 10:10:59 PM",APPENUAE80031005264619,KYF,Returning,United Arab Emirates,App,MEN,NEW BALANCE,SNEAKERS,428.57
"Sep 6, 2024, 10:10:59 PM",APPENUAE80031005264619,KYF,Returning,United Arab Emirates,App,WOMEN,JW PEI,TOP-HANDLE BAGS,394.29
"Sep 6, 2024, 9:09:07 PM",APPENKWT80035005821343,DH3,NEW,Kuwait,App,WOMEN,JW PEI,TOP-HANDLE BAGS,731.74
"Sep 6, 2024, 9:09:07 PM",APPENKWT80035005821343,DH3,NEW,Kuwait,App,WOMEN,VEJA,SNEAKERS,538.04
"Sep 6, 2024, 8:59:32 PM",APPENKWT80035005829010,DH3,NEW,Kuwait,App,WOMEN,VEJA,SNEAKERS,538.04
"Sep 6, 2024, 8:59:32 PM",APPENKWT80035005829010,DH3,NEW,Kuwait,App,WOMEN,JW PEI,TOP-HANDLE BAGS,731.74
"Sep 6, 2024, 7:54:40 PM",APPENKSA80033005828524,DH3,NEW,Saudi Arabia,App,WOMEN,VEJA,SNEAKERS,536.08
"Sep 6, 2024, 6:30:00 PM",APPORKWT80036005824844,DG18,Returning,Kuwait,App,BOY,NEW BALANCE,SNEAKERS,688.7
"Sep 6, 2024, 4:57:41 AM",APPORKSA80034005765421,DH3,NEW,Saudi Arabia,App,WOMEN,VEJA,SNEAKERS,459.5
"Sep 6, 2024, 1:41:02 AM",APPORKSA80034005803147,DH3,NEW,Saudi Arabia,App,WOMEN,NEW BALANCE,SNEAKERS,444.18
"Sep 5, 2024, 5:26:40 PM",APPORKSA80034005824504,DG18,NEW,Saudi Arabia,App,WOMEN,JW PEI,SHOULDER BAGS,390.57
"Sep 5, 2024, 4:40:43 PM",APPENKSA80033005817234,DH3,NEW,Saudi Arabia,App,WOMEN,NEW BALANCE,SNEAKERS,444.18
"Sep 5, 2024, 4:32:52 PM",APPENKSA80033005497319,DH3,NEW,Saudi Arabia,App,WOMEN,JW PEI,TOP-HANDLE BAGS,390.57
"Sep 5, 2024, 1:52:12 AM",APPORUAE80032005818253,DH3,NEW,United Arab Emirates,App,WOMEN,TORY BURCH,WALLETS & CARDHOLDERS,1585.71
"Sep 4, 2024, 11:15:38 PM",APPORKSA80034005822807,DH3,NEW,Saudi Arabia,App,UNISEX,ADIDAS,SNEAKERS,229.75
"Sep 4, 2024, 7:15:31 PM",APPORKWT80036005822025,DG18,NEW,Kuwait,App,WOMEN,JACQUEMUS,SHOULDER BAGS,3313.35
"Sep 4, 2024, 4:56:44 PM",APPENKSA80033005821700,DH3,NEW,Saudi Arabia,App,WOMEN,JW PEI,TOP-HANDLE BAGS,390.57
"Sep 4, 2024, 10:23:11 AM",APPENKSA80033005811148,DH3,NEW,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",ADIDAS,SNEAKERS,421.2
"Sep 3, 2024, 8:55:04 PM",APPENKSA80033005498050,DH3,NEW,Saudi Arabia,App,WOMEN,SAM EDELMAN,PUMPS,513.11
"Sep 3, 2024, 8:50:33 PM",APPENKSA80033005506811,DH3,Returning,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",VANS,SNEAKERS,283.36
"Sep 3, 2024, 7:48:14 PM",APPORKSA80034005818723,DH3,NEW,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",ADIDAS,SNEAKERS,421.2
"Sep 3, 2024, 5:32:55 PM",APPORKSA80034005736018,DH3,NEW,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",NEW BALANCE,SNEAKERS,474.81
"Sep 3, 2024, 3:17:09 PM",APPENKSA80033005811695,DH3,Returning,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",CONVERSE,SNEAKERS,298.67
"Sep 3, 2024, 10:03:36 AM",APPORKSA80034005803003,DH3,Returning,Saudi Arabia,App,BOY,NIKE,SNEAKERS,298.67
"Sep 3, 2024, 2:28:30 AM",APPORKSA80034005809916,KYF,Returning,Saudi Arabia,App,WOMEN,JW PEI,TOP-HANDLE BAGS,390.57
"Sep 2, 2024, 11:45:31 PM",APPENKSA80033005816069,DH3,NEW,Saudi Arabia,App,WOMEN,AQUAZZURA,SANDALS,3966.98
"Sep 2, 2024, 9:26:49 PM",APPENKSA80033005365029,DH3,Returning,Saudi Arabia,App,WOMEN,AMIRI,SNEAKERS,2412.35
"Sep 2, 2024, 8:11:04 PM",APPORKSA80034005815234,DH3,NEW,Saudi Arabia,App,WOMEN,MALONE SOULIERS,MULES,1937.54
"Sep 2, 2024, 8:02:54 PM",APPORKSA80034005739425,DH3,NEW,Saudi Arabia,App,GIRL,NEW BALANCE,SNEAKERS,382.91
"Sep 2, 2024, 7:50:03 PM",APPENOMN80037005815120,DH3,NEW,Oman,App,MEN,NEW BALANCE,SNEAKERS,449.77
"Sep 2, 2024, 4:59:48 PM",APPORKSA80034005808658,KYF,NEW,Saudi Arabia,App,WOMEN,NEW BALANCE,SNEAKERS,490.13
"Sep 2, 2024, 4:59:48 PM",APPORKSA80034005808658,KYF,NEW,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",NEW BALANCE,SNEAKERS,474.81
"Sep 2, 2024, 2:58:04 PM",ORUAE80031000313932,DH33,Returning,United Arab Emirates,Web,WOMEN,TORY BURCH,TOTES,1628.57
"Sep 2, 2024, 2:16:59 PM",APPENKSA80033005809196,BH33,Returning,Saudi Arabia,App,MEN,BARRETT,LOAFERS,1845.64
"Sep 2, 2024, 1:52:01 PM",APPENKSA80033005814285,YAR1,NEW,Saudi Arabia,App,MEN,MAGNANNI,SNEAKERS,1133.42
"Sep 2, 2024, 1:52:01 PM",APPENKSA80033005814285,YAR1,NEW,Saudi Arabia,App,MEN,,SNEAKERS,0
"Sep 2, 2024, 10:13:37 AM",APPORKSA80034005551119,DH3,NEW,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",NEW BALANCE,SNEAKERS,490.13
"Sep 2, 2024, 4:46:42 AM",APPORKSA80034005813400,DH3,NEW,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",ADIDAS,SNEAKERS,421.2
"Sep 2, 2024, 3:54:41 AM",APPORKSA80034005813333,DH3,NEW,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",NEW BALANCE,SNEAKERS,474.81
"Sep 2, 2024, 1:07:57 AM",ANDORKSA80034005783432,DH3,Returning,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",NEW BALANCE,SNEAKERS,513.11
"Sep 2, 2024, 1:02:31 AM",APPORKSA80034005813010,DG18,NEW,Saudi Arabia,App,UNISEX,ADIDAS,SNEAKERS,459.5
"Sep 2, 2024, 12:21:09 AM",APPORUAE80032005812757,DH45,NEW,United Arab Emirates,App,WOMEN,JACQUEMUS,TOP-HANDLE BAGS,2708.57
"Sep 1, 2024, 11:47:53 PM",APPORKSA80034005800458,DH3,NEW,Saudi Arabia,App,MEN,NIKE,SNEAKERS,627.98
"Sep 1, 2024, 8:01:06 PM",ORKSA80033000094221,DH3,NEW,Saudi Arabia,Web,WOMEN,CONVERSE,SNEAKERS,413.55
"Sep 1, 2024, 2:29:34 PM",APPENKSA80033005810867,DG18,Returning,Saudi Arabia,App,BOY,VEJA,SNEAKERS,842.4
"Sep 1, 2024, 10:44:35 AM",APPORKSA80034005810233,KYF,Returning,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",NEW BALANCE,SNEAKERS,490.13
"Sep 1, 2024, 3:12:39 AM",APPORKSA80034005809583,DH3,NEW,Saudi Arabia,App,MEN,OFF-WHITE,SNEAKERS,1715.45
"Sep 1, 2024, 12:04:40 AM",APPENKSA80033005809186,BH33,Returning,Saudi Arabia,App,MEN,BARRETT,LOAFERS,1845.64
"Aug 31, 2024, 10:11:22 PM",APPORKSA80034005803935,DH3,Returning,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",ADIDAS,SNEAKERS,421.41
"Aug 31, 2024, 9:04:51 PM",APPORKSA80034005808560,DH3,Returning,Saudi Arabia,App,UNISEX,ADIDAS,SNEAKERS,229.86
"Aug 31, 2024, 6:00:41 PM",APPENKSA80033005801127,DH3,NEW,Saudi Arabia,App,WOMEN,NIKE,SNEAKERS,521.02
"Aug 31, 2024, 5:41:58 PM",APPORKSA80034005718382,DH3,NEW,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",NEW BALANCE,SNEAKERS,475.05
"Aug 31, 2024, 4:53:14 PM",APPENKWT80035005798864,DH3,Returning,Kuwait,App,WOMEN,SCAROSSO,FLAT SHOES,1075.38
"Aug 31, 2024, 3:24:53 PM",APPORKSA80034005697514,BH33,NEW,Saudi Arabia,App,WOMEN,NEW BALANCE,SNEAKERS,444.4
"Aug 31, 2024, 3:24:53 PM",APPORKSA80034005697514,BH33,NEW,Saudi Arabia,App,WOMEN,CONVERSE,SNEAKERS,298.82
"Aug 31, 2024, 3:07:06 PM",APPORKSA80034005680647,DH76,NEW,Saudi Arabia,App,WOMEN,JACQUEMUS,TOP-HANDLE BAGS,2367.58
"Aug 31, 2024, 1:35:42 AM",APPENKSA80033005805866,KYF,Returning,Saudi Arabia,App,MEN,GIUSEPPE ZANOTTI,SNEAKERS,2283.29
"Aug 31, 2024, 12:15:02 AM",APPENKSA80033005764333,DH3,NEW,Saudi Arabia,App,WOMEN,SCAROSSO,FLAT SHOES,2160.7
"Aug 30, 2024, 9:15:02 PM",APPENKSA80033005090246,KYF,Returning,Saudi Arabia,App,UNISEX,CALVIN KLEIN,SNEAKERS,298.82
"Aug 30, 2024, 6:40:39 PM",APPENKSA80033005804566,KYF,Returning,Saudi Arabia,App,WOMEN,TORY BURCH,TOTES,1877.2
"Aug 30, 2024, 5:52:06 PM",APPENKSA80033005293019,DH3,Returning,Saudi Arabia,App,WOMEN,SAM EDELMAN,FLAT SHOES,536.35
"Aug 30, 2024, 3:33:50 PM",APPORKSA80034005803911,DH3,NEW,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",ADIDAS,SNEAKERS,612.97
"Aug 30, 2024, 12:23:22 PM",APPENUAE80031005802903,DH3,NEW,United Arab Emirates,App,WOMEN,KAREN WAZEN,SUNGLASSES,548.57
"Aug 30, 2024, 12:02:41 PM",APPORKSA80034005463930,DH3,Returning,Saudi Arabia,App,UNISEX,ADIDAS,SNEAKERS,255.4
"Aug 30, 2024, 12:02:41 PM",APPORKSA80034005463930,DH3,Returning,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",CONVERSE,SNEAKERS,321.81
"Aug 30, 2024, 11:48:06 AM",ORUAE80031000313596,BH33,Returning,United Arab Emirates,Web,WOMEN,JW PEI,SHOULDER BAGS,368.57
"Aug 30, 2024, 8:27:52 AM",APPENUAE80031005802661,KYF,Returning,United Arab Emirates,App,MEN,CREP PROTECT,SHOE CARE,60
"Aug 30, 2024, 5:33:46 AM",APPORKSA80034005802534,DH3,NEW,Saudi Arabia,App,WOMEN,NEW BALANCE,SNEAKERS,704.91
"Aug 30, 2024, 5:10:16 AM",APPORKSA80034005800901,CK,NEW,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",ADIDAS,SNEAKERS,459.73
"Aug 30, 2024, 4:09:16 AM",APPENKSA80033005785660,DH3,NEW,Saudi Arabia,App,MEN,MAGNANNI,SNEAKERS,1340.87
"Aug 29, 2024, 11:44:48 PM",APPENKSA80033005801882,DH3,Returning,Saudi Arabia,App,WOMEN,ALEXANDER WANG,TOTES,1363.84
"Aug 29, 2024, 8:08:16 PM",APPORKSA80034005796832,DH3,Returning,Saudi Arabia,App,WOMEN,COPERNI,SNEAKERS,635.96
"Aug 29, 2024, 12:47:24 PM",APPORKSA80034005554360,DH3,NEW,Saudi Arabia,App,MEN,NEW BALANCE,SNEAKERS,597.64
"Aug 28, 2024, 9:06:23 PM",APPENKSA80033005797228,DH3,Returning,Saudi Arabia,App,WOMEN,GANNI,FLAT SHOES,1248.91
"Aug 28, 2024, 8:28:25 PM",APPENKSA80033005797055,DH3,NEW,Saudi Arabia,App,BOY,CONVERSE,SNEAKERS,383.1
"Aug 28, 2024, 6:19:40 PM",APPORKSA80034005738393,DH3,NEW,Saudi Arabia,App,WOMEN,JW PEI,TOP-HANDLE BAGS,390.76
"Aug 28, 2024, 2:58:30 PM",APPENUAE80031005562696,DH3,Returning,United Arab Emirates,App,WOMEN,SCAROSSO,FLAT SHOES,1122.86
"Aug 28, 2024, 2:43:08 PM",APPORKSA80034005662101,DH3,NEW,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",NEW BALANCE,SNEAKERS,490.37
"Aug 28, 2024, 12:23:09 PM",APPORKSA80034005782496,DH3,NEW,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",NEW BALANCE,SNEAKERS,490.37
"Aug 28, 2024, 10:02:56 AM",APPENKSA80033005789576,DH3,NEW,Saudi Arabia,App,WOMEN,STUDIO AMELIA,CLUTCHES,1156.97
"Aug 28, 2024, 8:22:45 AM",APPORKSA80034005794381,DH3,NEW,Saudi Arabia,App,WOMEN,SCAROSSO,FLAT SHOES,996.07
"Aug 28, 2024, 3:45:47 AM",APPORKSA80034005782902,DH3,NEW,Saudi Arabia,App,WOMEN,JW PEI,SHOULDER BAGS,390.76
"Aug 28, 2024, 2:21:45 AM",APPORKSA80034005791010,DH3,NEW,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",NEW BALANCE,SNEAKERS,490.37
"Aug 27, 2024, 11:36:00 PM",APPORKSA80034005790220,KYF,NEW,Saudi Arabia,App,WOMEN,NEW BALANCE,SNEAKERS,444.4
"Aug 27, 2024, 11:36:00 PM",APPORKSA80034005790220,KYF,NEW,Saudi Arabia,App,WOMEN,,SNEAKERS,0
"Aug 27, 2024, 11:14:45 PM",APPENKSA80033005790455,KYF,NEW,Saudi Arabia,App,MEN,COLE HAAN,SNEAKERS,589.98
"Aug 27, 2024, 10:55:07 PM",APPORKSA80034005790376,CK,Returning,Saudi Arabia,App,MEN,MAGNANNI,SNEAKERS,1310.21
"Aug 27, 2024, 8:33:44 PM",APPENKSA80033005692818,DH3,Returning,Saudi Arabia,App,MEN,ATHLETIC PROPULSION LABS,SNEAKERS,823.67
"Aug 27, 2024, 7:28:34 PM",APPORKSA80034005728543,DH3,Returning,Saudi Arabia,App,BABY,VEJA,SNEAKERS,1072.68
"Aug 27, 2024, 5:01:32 PM",APPORKSA80034005788766,DH3,NEW,Saudi Arabia,App,WOMEN,JW PEI,SHOULDER BAGS,390.76
