Order Date,Order ID,Coupon Code,Customer Type,Order Country,Channels,Gender,Brand,Category,Gross Revenue
"Apr 9, 2025, 1:58:15 PM",APPENKSA80033006910723,KYF,Returning,Saudi Arabia,App,MEN,MAGNANNI,LOAFERS,1195.35
"Apr 9, 2025, 8:14:20 AM",APPORKSA80034006701366,KYT,Returning,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",NIKE,SNEAKERS,452.09
"Apr 8, 2025, 11:02:48 PM",APPORKSA80034006908969,KYF,NEW,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",NIKE,SNEAKERS,773.91
"Apr 8, 2025, 7:37:47 PM",APPORKSA80034006655677,KYF,Returning,Saudi Arabia,App,WOMEN,JW PEI,TOP-HANDLE BAGS,429.1
"Apr 8, 2025, 11:50:06 AM",APPENKSA80033006906933,KYF,Returning,Saudi Arabia,App,WOMEN,TORY BURCH,SANDALS,1448.21
"Apr 8, 2025, 11:49:09 AM",APPENKSA80033006906397,KYF,NEW,Saudi Arabia,App,WOMEN,TORY BURCH,PUMPS,1302.62
"Apr 8, 2025, 4:50:31 AM",APPORKSA80034006834845,KYF,Returning,Saudi Arabia,App,WOMEN,SAM EDELMAN,FLAT SHOES,528.71
"Apr 8, 2025, 4:50:31 AM",APPORKSA80034006834845,KYF,Returning,Saudi Arabia,App,WOMEN,SAM EDELMAN,SANDALS,965.48
"Apr 8, 2025, 3:07:25 AM",APPORKSA80034006906026,KYF,NEW,Saudi Arabia,App,WOMEN,JW PEI,TOTES,574.69
"Apr 8, 2025, 3:03:32 AM",ANDORKSA80034006890483,KYT,Returning,Saudi Arabia,App,WOMEN,STRATHBERRY,CLUTCHES,1340.94
"Apr 7, 2025, 9:29:47 PM",APPENKSA80033006905067,KYF,NEW,Saudi Arabia,App,WOMEN,LOEFFLER RANDALL,CLUTCHES,873.52
"Apr 7, 2025, 8:34:05 PM",APPORKSA80034006904896,KYF,NEW,Saudi Arabia,App,WOMEN,MALONE SOULIERS,MULES,2268.1
"Apr 7, 2025, 7:28:56 PM",APPORKSA80034006896992,KYF,NEW,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",CONVERSE,SNEAKERS,283.52
"Apr 7, 2025, 4:21:06 PM",ORKSA80034000099929,KYF,NEW,Saudi Arabia,Web,WOMEN,NEW BALANCE,SNEAKERS,490.4
"Apr 7, 2025, 7:38:34 AM",APPORKSA80034006886444,DH135,Returning,Saudi Arabia,App,WOMEN,SAM EDELMAN,SANDALS,383.12
"Apr 6, 2025, 9:49:01 PM",APPENKSA80033006901600,KYF,NEW,Saudi Arabia,App,WOMEN,MALONE SOULIERS,PUMPS,2107.19
"Apr 6, 2025, 1:27:11 PM",APPENUAE80031006772998,BH33,Returning,United Arab Emirates,App,WOMEN,MELISSA,SLIDES & FLIP FLOPS,231.43
"Apr 6, 2025, 12:48:03 PM",APPENKSA80033006537505,KYF,Returning,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",ADIDAS,SNEAKERS,421.43
"Apr 6, 2025, 10:18:47 AM",APPORKSA80034006871687,KYF,Returning,Saudi Arabia,App,WOMEN,ADIDAS,SNEAKERS,421.43
"Apr 6, 2025, 6:24:34 AM",APPENKSA80033006898852,KYF,NEW,Saudi Arabia,App,WOMEN,TORY BURCH,FLAT SHOES,1379.26
"Apr 6, 2025, 6:24:34 AM",APPENKSA80033006898852,KYF,NEW,Saudi Arabia,App,WOMEN,JIMMY CHOO,FLAT SHOES,4980.63
"Apr 5, 2025, 7:16:09 PM",ORKSA80034000099876,KYF,NEW,Saudi Arabia,Web,WOMEN,SAM EDELMAN,SHOULDER BAGS,559.36
"Apr 5, 2025, 7:16:09 PM",ORKSA80034000099876,KYF,NEW,Saudi Arabia,Web,WOMEN,SAM EDELMAN,SANDALS,498.07
"Apr 5, 2025, 4:39:43 PM",APPORKSA80034006896696,KYF,NEW,Saudi Arabia,App,WOMEN,DRAGON DIFFUSION,TOTES,1708.74
"Apr 5, 2025, 2:13:37 AM",APPORKSA80034006894614,KYT,Returning,Saudi Arabia,App,WOMEN,SAM EDELMAN,FLAT SHOES,574.69
"Apr 5, 2025, 1:58:50 AM",APPORKSA80034006857782,KYF,Returning,Saudi Arabia,App,GIRL,MELISSA,BALLERINAS,229.87
"Apr 5, 2025, 12:51:11 AM",APPORKSA80034006892856,KYF,Returning,Saudi Arabia,App,WOMEN,SAM EDELMAN,FLAT SHOES,597.67
"Apr 5, 2025, 12:35:18 AM",APPORKSA80034006771990,KYF,Returning,Saudi Arabia,App,WOMEN,VEJA,SNEAKERS,582.35
"Apr 5, 2025, 12:35:18 AM",APPORKSA80034006771990,KYF,Returning,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",NEW BALANCE,SNEAKERS,689.63
"Apr 4, 2025, 9:55:10 PM",APPENKSA80033006893703,KYF,NEW,Saudi Arabia,App,WOMEN,SCAROSSO,FLAT SHOES,1034.44
"Apr 4, 2025, 8:52:06 PM",ORKSA80034000099862,DG63,Returning,Saudi Arabia,Web,WOMEN,JW PEI,TOP-HANDLE BAGS,390.79
"Apr 4, 2025, 5:53:18 PM",APPENKSA80033006892811,KYF,NEW,Saudi Arabia,App,WOMEN,AMINA MUADDI,PUMPS,2444.34
"Apr 4, 2025, 1:19:06 PM",ORKSA80034000099857,KYF,NEW,Saudi Arabia,Web,WOMEN,NIKE,SNEAKERS,452.09
"Apr 4, 2025, 11:41:12 AM",APPORUAE80032006890145,KYF,Returning,United Arab Emirates,App,WOMEN,BRUNELLO CUCINELLI,SNEAKERS,4585.71
"Apr 4, 2025, 5:29:44 AM",APPENKSA80033006890837,KYF,Returning,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",ADIDAS,SNEAKERS,421.43
"Apr 4, 2025, 4:38:05 AM",ORKSA80034000099846,KYF,NEW,Saudi Arabia,Web,WOMEN,JW PEI,TOP-HANDLE BAGS,429.1
"Apr 4, 2025, 3:02:05 AM",APPORKSA80034006696659,KYF,Returning,Saudi Arabia,App,WOMEN,SAM EDELMAN,SANDALS,498.07
"Apr 4, 2025, 2:05:00 AM",APPORKSA80034006890349,KYF,NEW,Saudi Arabia,App,WOMEN,MALONE SOULIERS,MULES,2176.15
"Apr 4, 2025, 1:17:58 AM",APPORUAE80032006843474,KYF,Returning,United Arab Emirates,App,WOMEN,BRUNELLO CUCINELLI,SNEAKERS,4585.71
"Apr 4, 2025, 12:59:44 AM",APPORKSA80034006686651,DH135,Returning,Saudi Arabia,App,WOMEN,SAM EDELMAN,SHOULDER BAGS,559.36
"Apr 4, 2025, 12:52:48 AM",APPORKSA80034006887055,KYF,Returning,Saudi Arabia,App,WOMEN,TORY BURCH,TOTES,1685.75
"Apr 3, 2025, 10:58:09 PM",APPORKSA80034006868331,KYF,Returning,Saudi Arabia,App,WOMEN,MANU ATELIER,TOP-HANDLE BAGS,2068.87
"Apr 3, 2025, 5:23:45 PM",APPORKSA80034006888580,DH81,NEW,Saudi Arabia,App,WOMEN,NIKE,SNEAKERS,475.08
"Apr 3, 2025, 9:36:29 AM",APPORUAE80032006884427,KYF,Returning,United Arab Emirates,App,BOY,NEW BALANCE,SNEAKERS,300
"Apr 3, 2025, 3:44:52 AM",APPENKSA80033006736330,KYF,NEW,Saudi Arabia,App,WOMEN,STELLA MCCARTNEY,CROSS BODY BAGS,2283.42
"Apr 3, 2025, 3:42:14 AM",APPENKSA80033006699382,KYF,NEW,Saudi Arabia,App,WOMEN,JENNIFER CHAMANDI,FLAT SHOES,1946.28
"Apr 3, 2025, 3:42:14 AM",APPENKSA80033006699382,KYF,NEW,Saudi Arabia,App,WOMEN,TONY BIANCO,SANDALS,498.07
"Apr 3, 2025, 2:26:35 AM",APPORKSA80034006886361,KYF,Returning,Saudi Arabia,App,WOMEN,JW PEI,TOTES,574.69
"Apr 2, 2025, 11:05:54 PM",APPORKSA80034006878018,KYF,Returning,Saudi Arabia,App,WOMEN,SCHUTZ,SANDALS,467.41
"Apr 2, 2025, 10:03:24 PM",APPORUAE80032006885322,KYF,NEW,United Arab Emirates,App,WOMEN,THE LLINE,FLAT SHOES,1028.57
"Apr 2, 2025, 8:41:01 PM",APPORKSA80034006885159,KYF,NEW,Saudi Arabia,App,WOMEN,TORY BURCH,JEWELRY,360.14
"Apr 2, 2025, 6:09:43 PM",APPORKSA80034006884596,KYT,NEW,Saudi Arabia,App,WOMEN,TORY BURCH,JEWELRY,590.01
"Apr 2, 2025, 10:07:49 AM",APPORKSA80034006805774,KYF,Returning,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",LE SPECS,SUNGLASSES,283.52
"Apr 2, 2025, 9:05:41 AM",APPENKSA80033006642513,KYF,Returning,Saudi Arabia,App,WOMEN,SCAROSSO,FLAT SHOES,1034.44
"Apr 2, 2025, 2:37:36 AM",APPORKSA80034006882736,KYF,NEW,Saudi Arabia,App,WOMEN,SCAROSSO,FLAT SHOES,1072.75
"Apr 1, 2025, 8:58:36 PM",APPORUAE80032006881670,KYF,Returning,United Arab Emirates,App,WOMEN,JACQUEMUS,WALLETS & CARDHOLDERS,1157.14
"Apr 1, 2025, 5:24:01 PM",APPENKSA80033006880946,KYT,NEW,Saudi Arabia,App,WOMEN,SAM EDELMAN,FLAT SHOES,574.76
"Apr 1, 2025, 2:02:13 PM",APPENKSA80033006880554,KYT,Returning,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",NEW BALANCE,SNEAKERS,797
"Apr 1, 2025, 5:32:01 AM",APPORKSA80034006685198,KYF,NEW,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",ADIDAS,SNEAKERS,421.49
"Apr 1, 2025, 1:50:05 AM",ORKSA80033000101245,KYF,NEW,Saudi Arabia,Web,MEN,MAGNANNI,SLIPPERS,1639.98
"Apr 1, 2025, 1:16:20 AM",APPORKSA80034006876830,KYF,NEW,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",NEW BALANCE,SNEAKERS,498.13
"Mar 31, 2025, 11:39:31 PM",APPORKSA80034006878481,KYF,NEW,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",NEW BALANCE,SNEAKERS,513.46
"Mar 31, 2025, 7:38:01 PM",APPORKSA80034006779880,KYF,NEW,Saudi Arabia,App,WOMEN,JW PEI,TOP-HANDLE BAGS,429.15
"Mar 31, 2025, 12:54:06 PM",ORUAE80031000344962,AER,NEW,United Arab Emirates,Web,WOMEN,SAM EDELMAN,SANDALS,480
"Mar 31, 2025, 12:19:25 AM",APPENKSA80033006745887,KYT,NEW,Saudi Arabia,App,MEN,FORSA,LOAFERS,957.93
"Mar 30, 2025, 10:27:53 AM",APPENKSA80033006817926,KYF,Returning,Saudi Arabia,App,WOMEN,TONY BIANCO,PUMPS,528.78
"Mar 29, 2025, 11:18:46 PM",APPORKSA80034006719377,KYF,NEW,Saudi Arabia,App,WOMEN,TORY BURCH,MULES,1915.87
"Mar 29, 2025, 8:12:05 PM",APPORKSA80034006869299,KYF,NEW,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",ASICS,SNEAKERS,567.1
"Mar 29, 2025, 5:38:27 PM",APPENKSA80033006793084,KYF,NEW,Saudi Arabia,App,MEN,BIRKENSTOCK,SANDALS,245.23
"Mar 29, 2025, 5:26:01 PM",APPORKSA80034006866315,KYF,Returning,Saudi Arabia,App,WOMEN,JW PEI,MINI BAGS,429.15
"Mar 29, 2025, 3:58:19 PM",APPORKSA80034006871014,KYF,NEW,Saudi Arabia,App,WOMEN,TORY BURCH,JEWELRY,452.15
"Mar 29, 2025, 2:49:05 PM",ORKSA80034000099762,DH135,NEW,Saudi Arabia,Web,"ADULT-UNISEX"", ""MEN"", ""WOMEN",ADIDAS,SNEAKERS,459.81
"Mar 29, 2025, 3:37:13 AM",APPENKSA80033006868554,KYF,NEW,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",BIRKENSTOCK,SANDALS,429.15
"Mar 29, 2025, 2:39:07 AM",APPENKSA80033006865043,KYF,NEW,Saudi Arabia,App,UNISEX,CONVERSE,SNEAKERS,114.95
"Mar 29, 2025, 2:27:33 AM",APPENKSA80033006868116,KYF,NEW,Saudi Arabia,App,WOMEN,MALONE SOULIERS,MULES,2176.43
"Mar 29, 2025, 12:58:00 AM",APPORKSA80034006867449,KYF,Returning,Saudi Arabia,App,UNISEX,BIRKENSTOCK,SANDALS,114.95
"Mar 29, 2025, 12:39:57 AM",APPORKSA80034006867472,KYF,NEW,Saudi Arabia,App,WOMEN,JW PEI,MINI BAGS,429.15
"Mar 28, 2025, 11:37:39 PM",APPENKSA80033006866954,KYF,NEW,Saudi Arabia,App,MEN,BIRKENSTOCK,SANDALS,766.36
"Mar 28, 2025, 9:42:58 PM",APPORKSA80034006853581,KYF,NEW,Saudi Arabia,App,WOMEN,TORY BURCH,MINI BAGS,1647.65
"Mar 28, 2025, 9:42:58 PM",APPORKSA80034006853581,KYF,NEW,Saudi Arabia,App,WOMEN,,MINI BAGS,0
"Mar 28, 2025, 9:32:09 PM",APPENKSA80033006733617,DH135,Returning,Saudi Arabia,App,BOY,NEW BALANCE,SNEAKERS,314.2
"Mar 28, 2025, 8:35:22 PM",APPENKSA80033006865475,DH135,NEW,Saudi Arabia,App,WOMEN,TORY BURCH,PUMPS,1839.23
"Mar 28, 2025, 8:24:47 PM",APPORKSA80034006720867,KYT,NEW,Saudi Arabia,App,WOMEN,JW PEI,TOTES,574.76
"Mar 28, 2025, 8:13:44 PM",APPORKSA80034006865621,KYF,Returning,Saudi Arabia,App,GIRL,SOPHIA WEBSTER,BALLERINAS,1026.91
"Mar 28, 2025, 6:42:07 PM",ORKSA80034000099729,KYF,NEW,Saudi Arabia,Web,WOMEN,GOLDEN GOOSE,SNEAKERS,1693.63
"Mar 28, 2025, 6:30:29 PM",APPORKSA80034006864947,KYF,NEW,Saudi Arabia,App,WOMEN,MALONE SOULIERS,PUMPS,2107.45
"Mar 28, 2025, 3:06:06 PM",ORKSA80033000101144,KYF,NEW,Saudi Arabia,Web,WOMEN,NIKE,SNEAKERS,597.75
"Mar 28, 2025, 6:35:38 AM",APPENKSA80033006838003,KYF,Returning,Saudi Arabia,App,WOMEN,TORY BURCH,JEWELRY,628.41
"Mar 28, 2025, 4:38:05 AM",ORKSA80034000099713,KYF,NEW,Saudi Arabia,Web,"ADULT-UNISEX"", ""MEN"", ""WOMEN",NEW BALANCE,SNEAKERS,498.13
"Mar 28, 2025, 1:59:46 AM",APPORKSA80034006860134,KYF,Returning,Saudi Arabia,App,WOMEN,STEVE MADDEN,PUMPS,429.15
"Mar 27, 2025, 11:46:05 PM",ORKWT80035000024447,AER,NEW,Kuwait,Web,WOMEN,LE SILLA,PUMPS,2834.53
"Mar 27, 2025, 9:38:25 PM",APPORKSA80034006858104,KYF,Returning,Saudi Arabia,App,MEN,BIRKENSTOCK,SANDALS,666.72
"Mar 27, 2025, 9:38:25 PM",APPORKSA80034006858104,KYF,Returning,Saudi Arabia,App,MEN,NIKE,SNEAKERS,513.46
"Mar 27, 2025, 8:43:09 PM",APPORKSA80034006857743,KYF,NEW,Saudi Arabia,App,WOMEN,JW PEI,TOP-HANDLE BAGS,390.84
"Mar 27, 2025, 8:27:29 PM",APPORKSA80034006764732,KYF,Returning,Saudi Arabia,App,GIRL,MELISSA,BALLERINAS,459.8
"Mar 27, 2025, 8:06:44 PM",APPENKWT80035006857550,KYF,NEW,Kuwait,App,WOMEN,MANU ATELIER,TOP-HANDLE BAGS,2056.58
"Mar 27, 2025, 8:01:41 PM",APPORKSA80034006857554,KYF,NEW,Saudi Arabia,App,WOMEN,JENNIFER CHAMANDI,PUMPS,2674.55
"Mar 27, 2025, 5:33:00 PM",APPENKSA80033006395271,KYF,Returning,Saudi Arabia,App,WOMEN,MALONE SOULIERS,MULES,2176.43
"Mar 27, 2025, 3:38:11 PM",APPORUAE80032006847960,DH135,Returning,United Arab Emirates,App,BOY,CALVIN KLEIN,SANDALS,257.14
"Mar 27, 2025, 1:34:36 PM",APPENKSA80033006855483,DH135,Returning,Saudi Arabia,App,WOMEN,JACQUEMUS,TOP-HANDLE BAGS,3302.96
"Mar 27, 2025, 9:41:21 AM",APPENUAE80031006326785,BH33,Returning,United Arab Emirates,App,WOMEN,JW PEI,TOP-HANDLE BAGS,574.29
"Mar 27, 2025, 8:03:05 AM",ORKSA80034000099679,KYF,NEW,Saudi Arabia,Web,MEN,FORSA,SLIPPERS,1026.91
"Mar 27, 2025, 8:01:32 AM",APPORKSA80034006764565,KYF,Returning,Saudi Arabia,App,BOY,GOLDEN GOOSE,SNEAKERS,819.99
"Mar 27, 2025, 5:43:42 AM",APPENKSA80033006853727,KYF,Returning,Saudi Arabia,App,WOMEN,VEJA,SNEAKERS,536.45
"Mar 27, 2025, 4:10:39 AM",APPORKSA80034006850476,KYF,Returning,Saudi Arabia,App,BABY,ADIDAS,SNEAKERS,206.91
"Mar 27, 2025, 3:56:07 AM",APPORKSA80034006851421,KYF,NEW,Saudi Arabia,App,BOY,NEW BALANCE,SNEAKERS,344.85
"Mar 27, 2025, 3:40:55 AM",APPENKSA80033006396042,KYF,Returning,Saudi Arabia,App,WOMEN,MALONE SOULIERS,MULES,1984.84
"Mar 27, 2025, 2:37:59 AM",APPORKSA80034006732069,KYT,Returning,Saudi Arabia,App,MEN,OFF-WHITE,SNEAKERS,1486.71
"Mar 27, 2025, 1:26:24 AM",APPORKSA80034006852458,KYF,Returning,Saudi Arabia,App,BOY,GOLDEN GOOSE,SNEAKERS,728.03
"Mar 27, 2025, 12:59:05 AM",APPORKSA80034006852241,KYT,NEW,Saudi Arabia,App,MEN,NEW BALANCE,SNEAKERS,475.14
"Mar 26, 2025, 11:16:23 PM",APPENKSA80033006850991,KYF,NEW,Saudi Arabia,App,WOMEN,GANNI,MINI BAGS,1226.15
"Mar 26, 2025, 10:36:57 PM",APPENKSA80033006851305,KYF,NEW,Saudi Arabia,App,WOMEN,MALONE SOULIERS,MULES,2268.39
"Mar 26, 2025, 10:29:21 PM",APPORKSA80034006838991,KYF,Returning,Saudi Arabia,App,WOMEN,SAM EDELMAN,SANDALS,383.17
"Mar 26, 2025, 10:19:19 PM",APPENUAE80031006824891,DH17,NEW,United Arab Emirates,App,WOMEN,THE LLINE,FLAT SHOES,1114.29
"Mar 26, 2025, 10:06:30 PM",APPORUAE80032006795774,KYF,NEW,United Arab Emirates,App,GIRL,SOPHIA WEBSTER,BALLERINAS,788.57
"Mar 26, 2025, 9:58:06 PM",APPORKSA80034006850624,KYF,NEW,Saudi Arabia,App,WOMEN,JW PEI,TOP-HANDLE BAGS,574.76
"Mar 26, 2025, 8:08:16 PM",APPORKSA80034006848388,KYF,NEW,Saudi Arabia,App,WOMEN,MICHAEL KORS,SANDALS,582.42
"Mar 26, 2025, 7:57:33 PM",APPENKSA80033006724375,KYF,Returning,Saudi Arabia,App,UNISEX,VEJA,SNEAKERS,375.51
"Mar 26, 2025, 4:45:35 PM",APPORKSA80034006798209,KYF,NEW,Saudi Arabia,App,MEN,COMMON LINES,JEWELRY,229.9
"Mar 26, 2025, 4:15:20 PM",APPENKSA80033006848773,KYF,Returning,Saudi Arabia,App,GIRL,SOPHIA WEBSTER,SANDALS,1026.91
"Mar 26, 2025, 3:05:17 PM",APPENKSA80033006848211,KYF,NEW,Saudi Arabia,App,GIRL,MELISSA,BALLERINAS,199.25
"Mar 26, 2025, 2:53:48 PM",APPORUAE80032006847731,DH135,NEW,United Arab Emirates,App,BABY,NEW BALANCE,SNEAKERS,300
"Mar 26, 2025, 12:51:50 PM",APPORKSA80034006839497,KYF,Returning,Saudi Arabia,App,WOMEN,JW PEI,TOP-HANDLE BAGS,390.84
"Mar 26, 2025, 11:03:58 AM",APPORKSA80034006710534,KYF,Returning,Saudi Arabia,App,WOMEN,MALONE SOULIERS,MULES,2176.43
"Mar 26, 2025, 6:06:31 AM",APPENKSA80033006846162,KYF,NEW,Saudi Arabia,App,WOMEN,JW PEI,TOP-HANDLE BAGS,390.84
"Mar 26, 2025, 5:04:06 AM",APPORKSA80034006715267,KYF,NEW,Saudi Arabia,App,WOMEN,NIKE,SNEAKERS,636.07
"Mar 26, 2025, 2:39:53 AM",APPENKSA80033006844902,KYF,NEW,Saudi Arabia,App,WOMEN,JW PEI,TOP-HANDLE BAGS,643.73
"Mar 26, 2025, 1:56:03 AM",APPENKSA80033006541964,KYF,Returning,Saudi Arabia,App,WOMEN,ROSANTICA,TOP-HANDLE BAGS,2030.82
"Mar 26, 2025, 1:56:03 AM",APPENKSA80033006541964,KYF,Returning,Saudi Arabia,App,GIRL,ANDANINES,BALLERINAS,352.52
"Mar 26, 2025, 1:56:03 AM",APPENKSA80033006541964,KYF,Returning,Saudi Arabia,App,BABY,BABYWALKER,BALLERINAS,252.89
"Mar 26, 2025, 1:54:59 AM",APPORKSA80034006651369,KYF,Returning,Saudi Arabia,App,MEN,FORSA,LOAFERS,957.93
"Mar 26, 2025, 12:07:24 AM",APPORKSA80034006843821,KYF,NEW,Saudi Arabia,App,WOMEN,JW PEI,TOP-HANDLE BAGS,429.15
"Mar 25, 2025, 11:39:13 PM",APPENKWT80035006843593,CK,NEW,Kuwait,App,WOMEN,JW PEI,TOP-HANDLE BAGS,394.22
"Mar 25, 2025, 10:41:34 PM",APPENKSA80033006842368,KYF,NEW,Saudi Arabia,App,GIRL,AGE OF INNOCENCE,BALLERINAS,390.84
"Mar 25, 2025, 9:47:24 PM",APPORKSA80034006841533,KYF,Returning,Saudi Arabia,App,WOMEN,NEW BALANCE,SNEAKERS,383.17
"Mar 25, 2025, 9:46:06 PM",APPORKSA80034006697687,KYF,Returning,Saudi Arabia,App,WOMEN,SCAROSSO,FLAT SHOES,1072.89
"Mar 25, 2025, 9:13:49 PM",APPORKSA80034006622203,KYF,Returning,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",NEW BALANCE,SNEAKERS,513.46
"Mar 25, 2025, 7:50:21 PM",APPENKSA80033006800948,KYF,Returning,Saudi Arabia,App,BABY,GOLDEN GOOSE,SNEAKERS,819.99
"Mar 25, 2025, 7:23:14 PM",APPORKSA80034006837171,KYF,NEW,Saudi Arabia,App,WOMEN,MANU ATELIER,TOP-HANDLE BAGS,2069.14
"Mar 25, 2025, 6:58:02 PM",APPORKSA80034006792022,KYT,Returning,Saudi Arabia,App,BABY,VEJA,SNEAKERS,344.85
"Mar 25, 2025, 5:51:03 PM",APPORKSA80034006752163,KYF,NEW,Saudi Arabia,App,WOMEN,MALONE SOULIERS,MULES,2268.39
"Mar 25, 2025, 5:34:08 PM",APPENKWT80035006792368,KYF,Returning,Kuwait,App,BABY,GOLDEN GOOSE,SNEAKERS,809.87
"Mar 25, 2025, 4:49:53 PM",APPENKSA80033006840881,KYF,NEW,Saudi Arabia,App,WOMEN,MARGESHERWOOD,SHOULDER BAGS,728.03
"Mar 25, 2025, 4:45:30 PM",APPORKSA80034006737089,KYT,Returning,Saudi Arabia,App,WOMEN,AQUAZZURA,SANDALS,2574.93
"Mar 25, 2025, 4:45:11 PM",APPORKSA80034006840920,KYF,Returning,Saudi Arabia,App,WOMEN,TORY BURCH,FLAT SHOES,1134.19
"Mar 25, 2025, 3:41:02 PM",APPORKSA80034006649093,KYF,Returning,Saudi Arabia,App,WOMEN,TONY BIANCO,FLAT SHOES,528.78
"Mar 25, 2025, 2:35:58 PM",APPORKSA80034006830247,KYT,Returning,Saudi Arabia,App,UNISEX,CALVIN KLEIN,SNEAKERS,337.2
"Mar 25, 2025, 12:26:49 PM",APPORKSA80034006758241,DH40,Returning,Saudi Arabia,App,WOMEN,STEVE MADDEN,PUMPS,344.85
"Mar 25, 2025, 12:26:49 PM",APPORKSA80034006758241,DH40,Returning,Saudi Arabia,App,WOMEN,TORY BURCH,JEWELRY,421.49
"Mar 25, 2025, 12:21:17 PM",APPORKSA80034006839482,KYF,NEW,Saudi Arabia,App,WOMEN,JW PEI,TOP-HANDLE BAGS,390.84
"Mar 25, 2025, 10:26:29 AM",APPENKSA80033006838291,KYF,NEW,Saudi Arabia,App,WOMEN,JW PEI,TOP-HANDLE BAGS,390.84
"Mar 25, 2025, 10:17:36 AM",APPORKSA80034006838953,KYF,NEW,Saudi Arabia,App,WOMEN,JW PEI,TOP-HANDLE BAGS,574.76
"Mar 25, 2025, 8:32:28 AM",APPORKSA80034006736852,KYF,NEW,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",NEW BALANCE,SNEAKERS,559.43
"Mar 25, 2025, 7:37:52 AM",APPORKSA80034006838253,KYF,NEW,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",NEW BALANCE,SNEAKERS,498.13
"Mar 25, 2025, 6:11:28 AM",APPORKSA80034006838073,KYF,NEW,Saudi Arabia,App,WOMEN,JW PEI,TOP-HANDLE BAGS,390.84
"Mar 25, 2025, 5:44:32 AM",APPENKSA80033006808777,DH135,Returning,Saudi Arabia,App,MEN,BOSS,WALLETS & CARDHOLDERS,406.16
"Mar 25, 2025, 5:44:32 AM",APPENKSA80033006808777,DH135,Returning,Saudi Arabia,App,WOMEN,JW PEI,TOP-HANDLE BAGS,429.15
"Mar 25, 2025, 5:44:11 AM",APPENKSA80033006823271,KYF,Returning,Saudi Arabia,App,WOMEN,SAM EDELMAN,PUMPS,528.78
"Mar 25, 2025, 5:37:55 AM",ANDORKSA80034006242265,KYF,NEW,Saudi Arabia,App,WOMEN,SAM EDELMAN,PUMPS,536.45
"Mar 25, 2025, 5:33:04 AM",APPORKSA80034006837042,BH6,NEW,Saudi Arabia,App,WOMEN,THEMOIRè,CLUTCHES,1601.67
"Mar 25, 2025, 4:51:22 AM",APPORKSA80034006538300,KYF,NEW,Saudi Arabia,App,WOMEN,MALONE SOULIERS,MULES,2176.43
"Mar 25, 2025, 3:01:06 AM",APPENKSA80033006660702,DG85,Returning,Saudi Arabia,App,WOMEN,SCHUTZ,SANDALS,482.8
"Mar 25, 2025, 2:19:24 AM",APPORUAE80032006768749,KYF,Returning,United Arab Emirates,App,WOMEN,SAM EDELMAN,SANDALS,805.71
"Mar 25, 2025, 1:20:47 AM",APPORKSA80034006835800,KYF,NEW,Saudi Arabia,App,WOMEN,MACH & MACH,PUMPS,2835.49
"Mar 25, 2025, 12:25:12 AM",ANDENKSA80033006571167,KYF,Returning,Saudi Arabia,App,MEN,TOM FORD,JEWELRY,1272.14
"Mar 24, 2025, 11:19:09 PM",APPORKSA80034006832525,KYF,NEW,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",ASICS,SNEAKERS,536.45
"Mar 24, 2025, 10:56:05 PM",APPORKSA80034006835110,KYT,NEW,Saudi Arabia,App,WOMEN,JW PEI,TOP-HANDLE BAGS,429.15
"Mar 24, 2025, 9:38:14 PM",APPENKSA80033006821547,KYF,Returning,Saudi Arabia,App,WOMEN,MALONE SOULIERS,MULES,2268.39
"Mar 24, 2025, 8:32:54 PM",APPENKSA80033006831445,KYF,Returning,Saudi Arabia,App,WOMEN,JW PEI,TOP-HANDLE BAGS,390.84
"Mar 24, 2025, 6:57:49 PM",APPENKSA80033006651361,KYT,Returning,Saudi Arabia,App,"ADULT-UNISEX"", ""MEN"", ""WOMEN",ADIDAS,SNEAKERS,413.83
"Mar 24, 2025, 4:11:07 PM",ORKSA80034000099542,KYF,Returning,Saudi Arabia,Web,BOY,VEJA,SNEAKERS,390.84
