Date,coupon,country,Usage
26-Sep-2025,K135,KSA,10
26-Sep-2025,K137,KSA,15
26-Sep-2025,K141,KSA,1
26-Sep-2025,K166,KSA,3
26-Sep-2025,K173,KSA,1
26-Sep-2025,k179,KSA,1
26-Sep-2025,K180,KSA,2
26-Sep-2025,k182,KSA,1
26-Sep-2025,K195,KSA,4
26-Sep-2025,K196,KSA,15
26-Sep-2025,K197,KSA,15
26-Sep-2025,ka100,KSA,1
26-Sep-2025,Ka11,KSA,1
26-Sep-2025,KA111,KSA,1
26-Sep-2025,Ka119,KSA,1
26-Sep-2025,KA12,KSA,42
26-Sep-2025,KA15,KSA,1
26-Sep-2025,KA21,KSA,3
26-Sep-2025,Ka23,KSA,1
26-Sep-2025,Ka37,KSA,1
26-Sep-2025,KA4,KSA,1
26-Sep-2025,kA50,KSA,7
26-Sep-2025,KA55,KSA,1
26-Sep-2025,KA57,KSA,1
26-Sep-2025,KA59,KSA,2
26-Sep-2025,KA60,KSA,7
26-Sep-2025,KA64,KSA,4
26-Sep-2025,KA66,KSA,8
26-Sep-2025,Ka88,KSA,1
