Date,coupon,country,Usage
16-Jul-2025,K127,KSA,1
16-Jul-2025,K135,KSA,15
16-Jul-2025,K137,KSA,1
16-Jul-2025,K138,KSA,1
16-Jul-2025,K141,KSA,12
16-Jul-2025,K148,KSA,1
16-Jul-2025,K159,KSA,1
16-Jul-2025,K166,KSA,3
16-Jul-2025,K173,KSA,1
16-Jul-2025,K180,KSA,1
16-Jul-2025,k197,KSA,6
16-Jul-2025,K198,KSA,3
16-Jul-2025,KA1,KSA,2
16-Jul-2025,Ka12,KSA,43
16-Jul-2025,Ka15,KSA,8
16-Jul-2025,KA2,KSA,8
16-Jul-2025,Ka21,KSA,1
16-Jul-2025,ka31,KSA,1
16-Jul-2025,Ka34,KSA,1
16-Jul-2025,KA35,KSA,1
16-Jul-2025,KA4,KSA,2
16-Jul-2025,KA45,KSA,2
16-Jul-2025,KA60,KSA,1
16-Jul-2025,KA63,KSA,2
16-Jul-2025,KA65,KSA,1
16-Jul-2025,KA66,KSA,2
16-Jul-2025,KA81,KSA,3
16-Jul-2025,SS21,KSA,1
16-Jul-2025,SS33,KSA,4
