Date_ordered,Country,type,name,follower_code,# Orders,# Orders New Customers,# Orders Repeat Customers,Revenue,New Cust Revenue,Repeat Cust Revenue
19/05/2025,no-geo,Affiliates,DigiZag,zm66,5,0,5,383,null,383
12/05/2025,no-geo,Affiliates,DigiZag,zm66,3,0,3,226,null,226
31/05/2025,no-geo,Affiliates,DigiZag,zmr6,2,1,1,30,15,15
19/05/2025,no-geo,Affiliates,DigiZag,zmr6,6,1,5,401,15,387
04/05/2025,no-geo,Affiliates,DigiZag,zmr6,2,1,1,40,18,23
30/05/2025,no-geo,Affiliates,DigiZag,zm66,3,1,2,135,29,106
07/05/2025,no-geo,Affiliates,DigiZag,dd5,9,5,4,"1,072",431,641
15/05/2025,no-geo,Affiliates,DigiZag,dww7,3,1,2,725,324,401
12/05/2025,no-geo,Affiliates,DigiZag,mzzr7,1,0,1,220,null,220
26/05/2025,no-geo,Affiliates,DigiZag,mzzr7,2,0,2,487,null,487
24/05/2025,no-geo,Affiliates,DigiZag,zm66,3,0,3,768,null,768
09/05/2025,no-geo,Affiliates,DigiZag,zm66,4,0,4,282,null,282
01/05/2025,no-geo,Affiliates,DigiZag,zmr6,3,1,2,128,13,115
21/05/2025,no-geo,Affiliates,DigiZag,zmr6,2,1,1,308,278,30
01/05/2025,no-geo,Affiliates,DigiZag,dd5,7,1,6,537,135,402
18/05/2025,no-geo,Affiliates,DigiZag,zm66,6,2,4,"1,599",971,628
23/05/2025,no-geo,Affiliates,DigiZag,zmm86,3,2,1,292,261,31
28/05/2025,no-geo,Affiliates,DigiZag,zmm86,4,0,4,245,null,245
09/05/2025,no-geo,Affiliates,DigiZag,zmm86,2,0,2,322,null,322
13/05/2025,no-geo,Affiliates,DigiZag,zmm86,5,2,3,"1,219","1,007",212
16/05/2025,no-geo,Affiliates,DigiZag,zmr6,6,4,2,989,800,189
11/05/2025,no-geo,Affiliates,DigiZag,zmr6,4,0,4,251,null,251
02/05/2025,no-geo,Affiliates,DigiZag,dd5,4,2,2,291,218,73
17/05/2025,no-geo,Affiliates,DigiZag,zmr6,6,1,5,"1,546",284,"1,262"
29/05/2025,no-geo,Affiliates,DigiZag,zmr6,5,1,4,529,181,348
23/05/2025,no-geo,Affiliates,DigiZag,zmr6,1,0,1,238,null,238
09/05/2025,no-geo,Affiliates,DigiZag,zmr6,3,0,3,173,null,173
25/05/2025,no-geo,Affiliates,DigiZag,zz17,4,1,3,318,209,109
02/05/2025,no-geo,Affiliates,DigiZag,zmr6,1,0,1,70,null,70
17/05/2025,no-geo,Affiliates,DigiZag,mzzt4,1,0,1,58,null,58
07/05/2025,no-geo,Affiliates,DigiZag,zmm86,3,2,1,657,348,309
12/05/2025,no-geo,Affiliates,DigiZag,zmm86,1,1,0,35,35,null
24/05/2025,no-geo,Affiliates,DigiZag,zmm86,3,2,1,391,225,166
23/05/2025,no-geo,Affiliates,DigiZag,zmnn,1,0,1,63,null,63
15/05/2025,no-geo,Affiliates,DigiZag,zmpd,2,0,2,903,null,903
14/05/2025,no-geo,Affiliates,DigiZag,zmr6,2,1,1,355,64,291
28/05/2025,no-geo,Affiliates,DigiZag,zz50,2,1,1,134,14,120
30/05/2025,no-geo,Affiliates,DigiZag,mzzr7,2,0,2,156,null,156
17/05/2025,no-geo,Affiliates,DigiZag,zmm86,1,0,1,161,null,161
31/05/2025,no-geo,Affiliates,DigiZag,zmm86,9,1,8,"1,212",47,"1,164"
30/05/2025,no-geo,Affiliates,DigiZag,zmzv,1,0,1,97,null,97
29/05/2025,no-geo,Affiliates,DigiZag,zz17,2,1,1,139,75,64
23/05/2025,no-geo,Affiliates,DigiZag,zz45,2,1,1,675,396,279
26/05/2025,no-geo,Affiliates,DigiZag,zz50,1,1,0,75,75,null
23/05/2025,no-geo,Affiliates,DigiZag,mmz2,1,1,0,59,59,null
08/05/2025,no-geo,Affiliates,DigiZag,mzzr7,2,1,1,50,18,33
18/05/2025,no-geo,Affiliates,DigiZag,mzzr7,3,1,2,430,178,252
27/05/2025,no-geo,Affiliates,DigiZag,zmr6,5,2,3,334,248,87
07/05/2025,no-geo,Affiliates,DigiZag,dww7,2,2,0,280,280,null
15/05/2025,no-geo,Affiliates,DigiZag,zm66,2,1,1,275,153,122
