Date_ordered,Country,type,name,follower_code,# Orders,# Orders New Customers,# Orders Repeat Customers,Revenue,New Cust Revenue,Repeat Cust Revenue
30/05/2025,no-geo,Affiliates,DigiZag,zmm86,7,1,6,"1,221",264,956
28/05/2025,no-geo,Affiliates,DigiZag,zmr6,7,1,6,777,166,611
03/05/2025,no-geo,Affiliates,DigiZag,zz17,2,0,2,248,null,248
23/05/2025,no-geo,Affiliates,DigiZag,zz50,1,0,1,130,null,130
23/05/2025,no-geo,Affiliates,DigiZag,mzzr7,3,0,3,589,null,589
24/05/2025,no-geo,Affiliates,DigiZag,mzzr7,3,0,3,328,null,328
29/05/2025,no-geo,Affiliates,DigiZag,zm66,3,2,1,345,322,23
11/05/2025,no-geo,Affiliates,DigiZag,zm66,5,0,5,195,null,195
10/05/2025,no-geo,Affiliates,DigiZag,zmr6,2,0,2,138,null,138
03/05/2025,no-geo,Affiliates,DigiZag,dd5,5,0,5,329,null,329
25/05/2025,no-geo,Affiliates,DigiZag,mmz2,5,1,4,702,178,524
12/05/2025,no-geo,Affiliates,DigiZag,mmz2,1,0,1,55,null,55
27/05/2025,no-geo,Affiliates,DigiZag,mzzr7,4,2,2,"1,436","1,354",82
25/05/2025,no-geo,Affiliates,DigiZag,zm66,2,0,2,84,null,84
18/05/2025,no-geo,Affiliates,DigiZag,zmm86,1,0,1,71,null,71
02/05/2025,no-geo,Affiliates,DigiZag,zmm86,3,1,2,440,67,373
26/05/2025,no-geo,Affiliates,DigiZag,zmm86,1,0,1,85,null,85
27/05/2025,no-geo,Affiliates,DigiZag,zmm86,5,3,2,830,518,312
16/05/2025,no-geo,Affiliates,DigiZag,mzzgf,1,1,0,217,217,null
21/05/2025,no-geo,Affiliates,DigiZag,zm66,3,2,1,460,299,162
07/05/2025,no-geo,Affiliates,DigiZag,zm66,3,0,3,258,null,258
22/05/2025,no-geo,Affiliates,DigiZag,zmr6,4,0,4,372,null,372
09/05/2025,no-geo,Affiliates,DigiZag,zmyb,1,0,1,49,null,49
02/05/2025,no-geo,Affiliates,DigiZag,zmyb,1,0,1,9,null,9
06/05/2025,no-geo,Affiliates,DigiZag,dd5,11,0,11,682,null,682
10/05/2025,no-geo,Affiliates,DigiZag,dww7,1,1,0,29,29,null
03/05/2025,no-geo,Affiliates,DigiZag,zm66,2,0,2,433,null,433
16/05/2025,no-geo,Affiliates,DigiZag,zz17,2,2,0,188,188,null
08/05/2025,no-geo,Affiliates,DigiZag,zz50,1,1,0,59,59,null
05/05/2025,no-geo,Affiliates,DigiZag,dd5,3,1,2,184,58,126
10/05/2025,no-geo,Affiliates,DigiZag,mmz2,2,1,1,315,128,187
28/05/2025,no-geo,Affiliates,DigiZag,zmzv,1,0,1,105,null,105
17/05/2025,no-geo,Affiliates,DigiZag,zz5,1,0,1,142,null,142
14/05/2025,no-geo,Affiliates,DigiZag,mzzr7,2,0,2,99,null,99
25/05/2025,no-geo,Affiliates,DigiZag,mzzr7,3,2,1,600,483,117
19/05/2025,no-geo,Affiliates,DigiZag,mzzr7,2,0,2,241,null,241
08/05/2025,no-geo,Affiliates,DigiZag,zmr6,3,1,2,254,83,171
26/05/2025,no-geo,Affiliates,DigiZag,zmr6,3,0,3,575,null,575
14/05/2025,no-geo,Affiliates,DigiZag,dww7,1,0,1,null,null,null
20/05/2025,no-geo,Affiliates,DigiZag,zz50,1,0,1,39,null,39
04/05/2025,no-geo,Affiliates,DigiZag,dd5,3,1,2,99,46,53
23/05/2025,no-geo,Affiliates,DigiZag,mzz37,1,0,1,52,null,52
30/05/2025,no-geo,Affiliates,DigiZag,zmr6,2,0,2,136,null,136
08/05/2025,no-geo,Affiliates,DigiZag,dww7,4,1,3,"1,032",67,965
30/05/2025,no-geo,Affiliates,DigiZag,dd5,3,0,3,542,null,542
15/05/2025,no-geo,Affiliates,DigiZag,mzzln,1,1,0,173,173,null
26/05/2025,no-geo,Affiliates,DigiZag,zm66,2,0,2,149,null,149
21/05/2025,no-geo,Affiliates,DigiZag,zmm86,4,2,2,813,361,452
13/05/2025,no-geo,Affiliates,DigiZag,zmr6,1,1,0,143,143,null
17/05/2025,no-geo,Affiliates,DigiZag,zz17,1,0,1,32,null,32
24/05/2025,no-geo,Affiliates,DigiZag,zz50,1,1,0,59,59,null
22/05/2025,no-geo,Affiliates,DigiZag,zz50,3,1,2,426,327,99
14/05/2025,no-geo,Affiliates,DigiZag,zmm9,1,0,1,30,null,30
03/05/2025,no-geo,Affiliates,DigiZag,zmpd,1,0,1,17,null,17
23/05/2025,no-geo,Affiliates,DigiZag,dww7,1,1,0,147,147,null
28/05/2025,no-geo,Affiliates,DigiZag,mmz2,1,0,1,26,null,26
14/05/2025,no-geo,Affiliates,DigiZag,zm66,1,1,0,145,145,null
14/05/2025,no-geo,Affiliates,DigiZag,zmm86,2,1,1,588,127,461
25/05/2025,no-geo,Affiliates,DigiZag,zmm86,2,1,1,316,283,33
18/05/2025,no-geo,Affiliates,DigiZag,zmr6,4,1,3,459,265,194
01/05/2025,no-geo,Affiliates,DigiZag,zz17,2,0,2,133,null,133
20/05/2025,no-geo,Affiliates,DigiZag,zm66,2,0,2,137,null,137
19/05/2025,no-geo,Affiliates,DigiZag,zz76,1,0,1,153,null,153
19/05/2025,no-geo,Affiliates,DigiZag,dd5,1,1,0,39,39,null
05/05/2025,no-geo,Affiliates,DigiZag,dww7,3,2,1,240,119,122
04/05/2025,no-geo,Affiliates,DigiZag,mzzln,1,0,1,75,null,75
04/05/2025,no-geo,Affiliates,DigiZag,zm66,2,0,2,233,null,233
13/05/2025,no-geo,Affiliates,DigiZag,zz17,1,0,1,84,null,84
28/05/2025,no-geo,Affiliates,DigiZag,zz17,2,1,1,292,83,209
28/05/2025,no-geo,Affiliates,DigiZag,zm66,4,0,4,"1,087",null,"1,087"
13/05/2025,no-geo,Affiliates,DigiZag,zm66,3,1,2,408,105,303
04/05/2025,no-geo,Affiliates,DigiZag,mzzgf,1,0,1,145,null,145
27/05/2025,no-geo,Affiliates,DigiZag,zm66,4,1,3,504,265,239
22/05/2025,no-geo,Affiliates,DigiZag,zmm86,1,1,0,108,108,null
24/05/2025,no-geo,Affiliates,DigiZag,zmr6,3,0,3,"1,004",null,"1,004"
23/05/2025,no-geo,Affiliates,DigiZag,zm66,4,1,3,355,41,313
28/05/2025,no-geo,Affiliates,DigiZag,dd5,1,1,0,89,89,null
04/05/2025,no-geo,Affiliates,DigiZag,dww7,3,1,2,138,35,102
27/05/2025,no-geo,Affiliates,DigiZag,mzznl,1,0,1,57,null,57
31/05/2025,no-geo,Affiliates,DigiZag,mzzr7,1,0,1,78,null,78
20/05/2025,no-geo,Affiliates,DigiZag,zmm86,2,0,2,239,null,239
19/05/2025,no-geo,Affiliates,DigiZag,zmm86,3,0,3,719,null,719
11/05/2025,no-geo,Affiliates,DigiZag,dd5,1,0,1,31,null,31
24/05/2025,no-geo,Affiliates,DigiZag,mmz2,2,1,1,205,114,91
16/05/2025,no-geo,Affiliates,DigiZag,zmm86,4,2,2,828,364,464
12/05/2025,no-geo,Affiliates,DigiZag,zz17,1,0,1,289,null,289
06/05/2025,no-geo,Affiliates,DigiZag,zmr6,2,0,2,120,null,120
22/05/2025,no-geo,Affiliates,DigiZag,dd5,1,0,1,125,null,125
26/05/2025,no-geo,Affiliates,DigiZag,zmwx,1,1,0,87,87,null
31/05/2025,no-geo,Affiliates,DigiZag,zz50,1,0,1,73,null,73
08/05/2025,no-geo,Affiliates,DigiZag,zmf5,1,1,0,20,20,null
25/05/2025,no-geo,Affiliates,DigiZag,zmm64,1,0,1,136,null,136
09/05/2025,no-geo,Affiliates,DigiZag,zmpd,1,1,0,15,15,null
31/05/2025,no-geo,Affiliates,DigiZag,zmzv,1,0,1,63,null,63
22/05/2025,no-geo,Affiliates,DigiZag,zm66,4,4,0,287,287,null
20/05/2025,no-geo,Affiliates,DigiZag,zmr6,3,1,2,166,20,146
15/05/2025,no-geo,Affiliates,DigiZag,zmr6,4,1,3,649,41,608
13/05/2025,no-geo,Affiliates,DigiZag,dd5,2,1,1,290,36,255
21/05/2025,no-geo,Affiliates,DigiZag,mzzr7,1,0,1,256,null,256
07/05/2025,no-geo,Affiliates,DigiZag,zmr6,2,1,1,143,98,45
28/05/2025,no-geo,Affiliates,DigiZag,zz11,1,0,1,168,null,168
31/05/2025,no-geo,Affiliates,DigiZag,zz17,1,1,0,337,337,null
11/05/2025,no-geo,Affiliates,DigiZag,zz25,1,1,0,51,51,null
27/05/2025,no-geo,Affiliates,DigiZag,zmue,1,0,1,262,null,262
02/05/2025,no-geo,Affiliates,DigiZag,zz32,1,1,0,79,79,null
18/05/2025,no-geo,Affiliates,DigiZag,dd5,1,0,1,73,null,73
06/05/2025,no-geo,Affiliates,DigiZag,dww7,1,0,1,45,null,45
08/05/2025,no-geo,Affiliates,DigiZag,zmm86,1,0,1,55,null,55
16/05/2025,no-geo,Affiliates,DigiZag,zz50,1,1,0,526,526,null
30/05/2025,no-geo,Affiliates,DigiZag,zz50,2,0,2,97,null,97
14/05/2025,no-geo,Affiliates,DigiZag,zz50,1,0,1,370,null,370
06/05/2025,no-geo,Affiliates,DigiZag,zm66,2,0,2,193,null,193
22/05/2025,no-geo,Affiliates,DigiZag,zmpd,1,1,0,210,210,null
28/05/2025,no-geo,Affiliates,DigiZag,zmpd,3,2,1,510,154,355
07/05/2025,no-geo,Affiliates,DigiZag,zz17,2,1,1,123,65,58
11/05/2025,no-geo,Affiliates,DigiZag,zz96,1,0,1,35,null,35
08/05/2025,no-geo,Affiliates,DigiZag,dd5,1,0,1,33,null,33
01/05/2025,no-geo,Affiliates,DigiZag,zmgt,1,0,1,36,null,36
16/05/2025,no-geo,Affiliates,DigiZag,zmpd,1,1,0,198,198,null
20/05/2025,no-geo,Affiliates,DigiZag,mzzln,1,0,1,133,null,133
29/05/2025,no-geo,Affiliates,DigiZag,mzzr7,1,0,1,18,null,18
22/05/2025,no-geo,Affiliates,DigiZag,mzzr7,3,0,3,554,null,554
16/05/2025,no-geo,Affiliates,DigiZag,mzzr7,1,0,1,18,null,18
01/05/2025,no-geo,Affiliates,DigiZag,mzzr7,1,0,1,505,null,505
05/05/2025,no-geo,Affiliates,DigiZag,zmr6,1,0,1,268,null,268
24/05/2025,no-geo,Affiliates,DigiZag,zmpd,1,1,0,313,313,null
28/05/2025,no-geo,Affiliates,DigiZag,dww7,1,1,0,208,208,null
25/05/2025,no-geo,Affiliates,DigiZag,zz50,2,1,1,173,107,66
05/05/2025,no-geo,Affiliates,DigiZag,zz17,2,1,1,83,14,69
27/05/2025,no-geo,Affiliates,DigiZag,zz17,1,1,0,168,168,null
12/05/2025,no-geo,Affiliates,DigiZag,zmr6,3,1,2,245,101,144
10/05/2025,no-geo,Affiliates,DigiZag,zz50,1,0,1,21,null,21
04/05/2025,no-geo,Affiliates,DigiZag,mzz6a,1,1,0,221,221,null
17/05/2025,no-geo,Affiliates,DigiZag,zm66,2,0,2,82,null,82
15/05/2025,no-geo,Affiliates,DigiZag,zz50,1,0,1,19,null,19
01/05/2025,no-geo,Affiliates,DigiZag,zmm86,2,0,2,123,null,123
25/05/2025,no-geo,Affiliates,DigiZag,zmue,1,1,0,316,316,null
26/05/2025,no-geo,Affiliates,DigiZag,zmpd,1,1,0,195,195,null
26/05/2025,no-geo,Affiliates,DigiZag,mmz2,2,2,0,70,70,null
29/05/2025,no-geo,Affiliates,DigiZag,zz50,1,1,0,62,62,null
10/05/2025,no-geo,Affiliates,DigiZag,dd5,1,0,1,14,null,14
11/05/2025,no-geo,Affiliates,DigiZag,zmm86,1,0,1,93,null,93
02/05/2025,no-geo,Affiliates,DigiZag,mzzgf,1,0,1,25,null,25
16/05/2025,no-geo,Affiliates,DigiZag,mzzv4,1,0,1,37,null,37
27/05/2025,no-geo,Affiliates,DigiZag,mmz7,1,0,1,77,null,77
04/05/2025,no-geo,Affiliates,DigiZag,zmm86,1,0,1,44,null,44
06/05/2025,no-geo,Affiliates,DigiZag,zmm86,1,1,0,200,200,null
16/05/2025,no-geo,Affiliates,DigiZag,zmyb,1,0,1,100,null,100
27/05/2025,no-geo,Affiliates,DigiZag,zz50,1,0,1,76,null,76
31/05/2025,no-geo,Affiliates,DigiZag,dd5,1,1,0,134,134,null
10/05/2025,no-geo,Affiliates,DigiZag,zmm86,1,0,1,49,null,49
16/05/2025,no-geo,Affiliates,DigiZag,dww7,1,1,0,26,26,null
02/05/2025,no-geo,Affiliates,DigiZag,mzzr7,1,0,1,65,null,65
25/05/2025,no-geo,Affiliates,DigiZag,zmr6,1,0,1,71,null,71
28/05/2025,no-geo,Affiliates,DigiZag,zmue,1,0,1,198,null,198
08/05/2025,no-geo,Affiliates,DigiZag,mmz2,1,0,1,68,null,68
26/05/2025,no-geo,Affiliates,DigiZag,zz3,1,1,0,74,74,null
09/05/2025,no-geo,Affiliates,DigiZag,mmz2,1,0,1,61,null,61
07/05/2025,no-geo,Affiliates,DigiZag,zz96,1,1,0,87,87,null
06/05/2025,no-geo,Affiliates,DigiZag,zz17,1,0,1,209,null,209
17/05/2025,no-geo,Affiliates,DigiZag,zz10,1,0,1,352,null,352
05/05/2025,no-geo,Affiliates,DigiZag,zm66,2,0,2,177,null,177
16/05/2025,no-geo,Affiliates,DigiZag,zm66,1,0,1,58,null,58
19/05/2025,no-geo,Affiliates,DigiZag,zz11,1,0,1,87,null,87
10/05/2025,no-geo,Affiliates,DigiZag,zmpd,1,1,0,447,447,null
26/05/2025,no-geo,Affiliates,DigiZag,dd5,1,0,1,105,null,105
28/05/2025,no-geo,Affiliates,DigiZag,mzznl,1,0,1,52,null,52
27/05/2025,no-geo,Affiliates,DigiZag,mmz2,1,1,0,323,323,null
04/05/2025,no-geo,Affiliates,DigiZag,zz17,1,0,1,195,null,195
17/05/2025,no-geo,Affiliates,DigiZag,zz50,1,1,0,11,11,null
