Date,coupon,country,Usage
11-Sep-2025,K122,KSA,1
11-Sep-2025,K125,KSA,1
11-Sep-2025,K134,KSA,1
11-Sep-2025,K135,KSA,6
11-Sep-2025,K137,KSA,9
11-Sep-2025,K155,KSA,1
11-Sep-2025,K166,KSA,9
11-Sep-2025,K179,KSA,1
11-Sep-2025,K180,KSA,3
11-Sep-2025,K182,KSA,3
11-Sep-2025,K193,KSA,1
11-Sep-2025,K197,KSA,28
11-Sep-2025,K198,KSA,2
11-Sep-2025,K199,KSA,1
11-Sep-2025,KA1,KSA,2
11-Sep-2025,Ka106,KSA,1
11-Sep-2025,Ka11,KSA,1
11-Sep-2025,Ka119,KSA,1
11-Sep-2025,Ka12,KSA,64
11-Sep-2025,Ka14,KSA,1
11-Sep-2025,KA15,KSA,3
11-Sep-2025,Ka23,KSA,1
11-Sep-2025,Ka24,KSA,1
11-Sep-2025,KA28,KSA,1
11-Sep-2025,KA33,KSA,1
11-Sep-2025,Ka37,KSA,7
11-Sep-2025,Ka4,KSA,3
11-Sep-2025,KA5,KSA,1
11-Sep-2025,kA59,KSA,8
11-Sep-2025,ka60,KSA,9
11-Sep-2025,KA63,KSA,2
11-Sep-2025,KA64,KSA,2
11-Sep-2025,ka66,KSA,4
11-Sep-2025,KA71,KSA,1
11-Sep-2025,KA88,KSA,1
11-Sep-2025,KA95,KSA,1
11-Sep-2025,KA99,KSA,1
11-Sep-2025,SS13,KSA,1
