Report Name,Individual Item Report
Date Run,10/26/25
Filters,Transaction Date >= 10/1/25,Transaction Date <= 10/26/25,Network ID IN 9,Time Zone = GMT

Order ID,Transaction Date,Transaction Time,MID,Advertiser Name,SKU,Product Name,Sales,# of Items,Total Commission,Order Coupon Code(s)
"ASA04167640",10/1/25,"12:53:44",52993,"Adidas KSA","JR3122_640","ZNSORY SANDALS",36.14,1,2.53,"RAN221"
"ASA04166442",10/1/25,"02:40:48",52993,"Adidas KSA","JQ0830_570","ULTRABOOST 1.0 SHOES",93.62,1,6.553,"RAN162"
"ASA04174162",10/3/25,"16:51:11",52993,"Adidas KSA","JQ2209_620","TERREX SKYCHASER AX5 GORE-TEX HIKING SHOES",85.43,1,5.98,"RAN221"
"ASA04173042",10/3/25,"11:02:48",52993,"Adidas KSA","IC1291_120","CUSHIONED SPORTSWEAR ANKLE SOCKS 6 PAIRS",10.9,1,0.763,"RAN221"
"ASA04173042",10/3/25,"11:02:48",52993,"Adidas KSA","JH9633_620","ULTRABOOST 5 SHOES",109.79,1,7.685,"RAN221"
"ASA04174623",10/3/25,"19:57:29",52993,"Adidas KSA","KC2603_220","RINGER TEE",30.31,1,2.122,"RAN221"
"ASA04173042",10/3/25,"11:02:48",52993,"Adidas KSA","HQ4200_620","ULTRABOOST 1.0 SHOES",106.2,1,7.434,"RAN221"
"ASA04174623",10/3/25,"19:57:29",52993,"Adidas KSA","IX1261_220","ALL SZN FRENCH TERRY CREW SWEATSHIRT",33.97,1,2.378,"RAN221"
"ASA04173042",10/3/25,"11:02:48",52993,"Adidas KSA","HT3442_120","CUSHIONED SPORTSWEAR ANKLE SOCKS 6 PAIRS",10.9,1,0.763,"RAN221"
"ASA04174623",10/3/25,"19:57:29",52993,"Adidas KSA","IH3117_610","EVERYSET TRAINING SHOES",57.97,1,4.058,"RAN221"
"ASA04174162",10/3/25,"16:51:11",52993,"Adidas KSA","JJ1931_205","REAL MADRID 25/26 HOME JERSEY",68.61,1,4.803,"RAN221"
"ASA04178901",10/4/25,"22:34:08",52993,"Adidas KSA","IY2129_250","ADIBREAK PANTS",43.72,1,3.06,"RAN221"
"ASA04178901",10/4/25,"22:34:08",52993,"Adidas KSA","IP0620_250","ADIBREAK PANTS",42.7,1,2.989,"RAN221"
"466f278a-c0a5-43e9-a1b5-fd6760dcc8eb",10/5/25,"16:37:30",52993,"Adidas KSA","android_purchase","ANDROID: adidas purchase",287.72,1,20.14,"RAN221"
"ASA04182020",10/5/25,"22:18:31",52993,"Adidas KSA","KA7504_210","INTER MIAMI CF 25/26 THIRD MESSI JERSEY",92.13,1,6.449,"RAN221"
"ASA04182897",10/6/25,"08:23:15",52993,"Adidas KSA","JR5384_630","RUNFALCON 5 TR RUNNING SHOES",63.56,1,4.449,"RAN221"
"ASA04187204",10/8/25,"08:01:56",52993,"Adidas KSA","JG1043_550","ESSENTIALS SWIMSUIT",28.17,1,1.972,"RAN221"
"ASA04194016",10/11/25,"17:02:08",52993,"Adidas KSA","ios_purchase","IOS: adidas purchase",107.26,1,7.508,"RAN221"
"ASA04199462",10/14/25,"08:58:02",52993,"Adidas KSA","ios_purchase","IOS: adidas purchase",164.43,1,11.51,"RAN221"
"ASA04201981",10/15/25,"06:29:40",52993,"Adidas KSA","JV8469_230","WASHED T-SHIRT",24.09,1,1.686,"RAN161"
"ASA04201981",10/15/25,"06:29:40",52993,"Adidas KSA","JW7445_230","TRAIN ESSENTIALS FEELREADY TRAINING TEE",17.9,1,1.253,"RAN161"
"ASA04204413",10/15/25,"21:53:05",52993,"Adidas KSA","ios_purchase","IOS: adidas purchase",0.4,1,0.028,"RAN168"
"ASA04201981",10/15/25,"06:29:40",52993,"Adidas KSA","JN3971_230","ADIDAS BASKETBALL TEE (GENDER NEUTRAL)",28.03,1,1.962,"RAN161"
"ASA04201981",10/15/25,"06:29:40",52993,"Adidas KSA","GT8802_410","AEROREADY SERENO CUT 3-STRIPES TRACK SUIT",44.92,1,3.144,"RAN161"
"ASA04201981",10/15/25,"06:29:40",52993,"Adidas KSA","JW0160_230","WABASH LOOSE TEE",21.27,1,1.489,"RAN161"
"ASA04215536",10/19/25,"13:35:15",52993,"Adidas KSA","KL0343_220","AL AHLI FC 25/26 AWAY JSY",84.09,1,5.886,"RAN221"
"ASA04214252",10/19/25,"01:02:24",52993,"Adidas KSA","ios_purchase","IOS: adidas purchase",75.93,1,5.315,"RAN229"
"ASA04219670",10/20/25,"20:04:33",52993,"Adidas KSA","ios_purchase","IOS: adidas purchase",75.52,1,5.286,"RAN160"
"ASA04228472",10/23/25,"20:15:16",52993,"Adidas KSA","android_purchase","ANDROID: adidas purchase",46.54,1,3.258,"RAN163"
"ASA04231477",10/24/25,"20:11:42",52993,"Adidas KSA","JI8544_210","TREFOIL ESSENTIALS TEE",14.81,1,1.037,"RAN167"
"ASA04231477",10/24/25,"20:11:42",52993,"Adidas KSA","IY6558_210","ALL SZN FRENCH TERRY REGULAR TAPERED PANTS",27.53,1,1.927,"RAN167"
"ASA04231477",10/24/25,"20:11:42",52993,"Adidas KSA","IU2364_210","ADICOLOR TREFOIL TEE",17.61,1,1.233,"RAN167"
