conversion_id,publisher_id,campaign_id,conversion_time,conversion_date,conversion_date_time,click_time,click_date,click_date_time,currency,publisher_reference,advertiser_reference,conversion_reference,campaign_title,publisher_name,source_referer,conversion_status,conversion_lag,publisher_commission,creative_type,creative_id,specific_creative_id,value,customer_type,conversion_item_id,sku,category,item_value,item_publisher_commission,item_status,publisher_self_bill_id,reject_reason,country,last_update,payable,voucher_codes,ref_device,ref_user_context,ref_partnership_model,ref_traffic_source,ref_conversion_metric,clickref,quantity,ref_origin,payment_status,self_bill_request_date,self_bill_release_date,meta_conversion_access_tier,meta_conversion_app_name,meta_conversion_app_tracking,meta_conversion_appsflyer_sdk_version,meta_conversion_attribution,meta_conversion_contents,meta_conversion_context,meta_conversion_customer_repeat_visits,meta_conversion_ddp_ship_total,meta_conversion_delivery_costs,meta_conversion_delivery_type,meta_conversion_device,meta_conversion_device_brand,meta_conversion_device_city,meta_conversion_device_ip,meta_conversion_device_language,meta_conversion_discount_promotional_total,meta_conversion_fb_content_id,meta_conversion_fb_content_ids,meta_conversion_hashed_email,meta_conversion_hashed_phone,meta_conversion_itemIds,meta_conversion_language,meta_conversion_mmp,meta_conversion_model,meta_conversion_payload,meta_conversion_payment_provider,meta_conversion_product_revenue,meta_conversion_return,meta_conversion_return_date,meta_conversion_sale_value,meta_conversion_tax,meta_conversion_tot_revenue,meta_conversion_tuid,meta_conversion_user_id,meta_item_affiliation,meta_item_app_name,meta_item_app_tracking,meta_item_appsflyer_sdk_version,meta_item_brand,meta_item_category2,meta_item_category3,meta_item_category4,meta_item_category5,meta_item_child_sku,meta_item_colour,meta_item_commission_bucket,meta_item_context,meta_item_credit_global,meta_item_delivery_type,meta_item_device,meta_item_device_brand,meta_item_device_city,meta_item_device_ip,meta_item_device_language,meta_item_dimension14,meta_item_dimension15,meta_item_dimension16,meta_item_dimension17,meta_item_dimension19,meta_item_dimension20,meta_item_dimension21,meta_item_dimension22,meta_item_dimension23,meta_item_dimension24,meta_item_dimension25,meta_item_dimension26,meta_item_dimension27,meta_item_dimension34,meta_item_dimension35,meta_item_dimension36,meta_item_dimension40,meta_item_dimension41,meta_item_dimension42,meta_item_dimension43,meta_item_dimension49,meta_item_dimension56,meta_item_dimension6,meta_item_dimension62,meta_item_dimension73,meta_item_dimension74,meta_item_discount,meta_item_discounted,meta_item_exclusive,meta_item_fb_content_id,meta_item_fb_content_ids,meta_item_gbp_amount,meta_item_gender,meta_item_gross_value,meta_item_group,meta_item_hashed_email,meta_item_hashed_phone,meta_item_in_stock,meta_item_index,meta_item_itemIds,meta_item_item_product_group,meta_item_language,meta_item_list_id,meta_item_list_name,meta_item_metric1,meta_item_metric2,meta_item_metric3,meta_item_metric4,meta_item_mmp,meta_item_model,meta_item_name,meta_item_parent_sku,meta_item_product,meta_item_product_identifier,meta_item_promotion_type_id,meta_item_size,meta_item_taxonomy,meta_item_tot_revenue,meta_item_tuid,meta_item_user_id,meta_item_variant,meta_item_voucher
1110l80463058,1101l338149,1100l6230,21:01:28,2025-10-25,"2025-10-25 21:01:28",,,,"AED (from USD)",,,APPENKSA80033008005231,"Level Shoes Global",digizag11,,pending,0,40.6069,,,,406.07,new,1101l1049397408,000227365211,SHOES,406.07,40.6069,pending,,,SA,"2025-10-26 01:20:20",false,KYF,Other,Other,"Exclusive Code",Affiliate,Standard,,1,Partnerize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADIDAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOMEN,,,,,,,,,,,,,,,,,,,,,,,,SNEAKERS,,,,,
1110l80300876,1101l338149,1100l6230,13:54:18,2025-10-25,"2025-10-25 13:54:18",,,,"AED (from USD)",,,APPENUAE80031008002581,"Level Shoes Global",digizag11,,pending,0,82.2859,,,,822.86,new,1101l1049354649,081527317869,SHOES,822.86,82.2859,pending,,,AE,"2025-10-25 15:20:10",false,DH33,Other,Other,"Exclusive Code",Affiliate,Standard,,1,Partnerize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"GOLDEN GOOSE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GIRL,,,,,,,,,,,,,,,,,,,,,,,,SNEAKERS,,,,,
1101l2403163514,1101l338149,1100l6230,13:37:49,2025-10-25,"2025-10-25 13:37:49",,,,"AED (from USD)",,,APPORKSA80034007955588,"Level Shoes Global",digizag11,,pending,0,27.9655,,,,559.3101,existing,1100l1047073351,052427304234,SHOES,559.3101,27.9655,pending,,,SA,"2025-10-25 16:20:08",false,KYF,Other,Other,"Exclusive Code",Affiliate,Standard,,1,Partnerize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NEW BALANCE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOMEN,,,,,,,,,,,,,,,,,,,,,,,,SNEAKERS,,,,,
1110l80284432,1101l338149,1100l6230,12:57:59,2025-10-25,"2025-10-25 12:57:59",,,,"AED (from USD)",,,APPENUAE80031007768501,"Level Shoes Global",digizag11,,pending,0,98.5716,,,,1971.4299,existing,1101l1049349882,563027504308,SHOES,1971.4299,98.5716,pending,,,AE,"2025-10-25 14:20:20",false,DH33,Other,Other,"Exclusive Code",Affiliate,Standard,,1,Partnerize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"THE LLINE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOMEN,,,,,,,,,,,,,,,,,,,,,,,,BOOTS,,,,,
1100l2339168022,1101l338149,1100l6230,11:57:36,2025-10-25,"2025-10-25 11:57:36",,,,"AED (from USD)",,,APPORKSA80034008002303,"Level Shoes Global",digizag11,,pending,0,77.3839,,,,773.8401,new,1101l1049349858,052427131678,SHOES,773.8401,77.3839,pending,,,SA,"2025-10-25 14:20:08",false,KYF,Other,Other,"Exclusive Code",Affiliate,Standard,,1,Partnerize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NEW BALANCE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNISEX,,,,,,,,,,,,,,,,,,,,,,,,SNEAKERS,,,,,
1101l2403137360,1101l338149,1100l6230,11:47:26,2025-10-25,"2025-10-25 11:47:26",,,,"AED (from USD)",,,APPORKSA80034007997292,"Level Shoes Global",digizag11,,pending,0,42.14,,,,842.8,existing,1101l1049349856,052727375264,SHOES,842.8,42.14,pending,,,SA,"2025-10-25 14:20:08",false,KYF,Other,Other,"Exclusive Code",Affiliate,Standard,,1,Partnerize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOMEN,,,,,,,,,,,,,,,,,,,,,,,,SNEAKERS,,,,,
1110l80284384,1101l338149,1100l6230,11:41:42,2025-10-25,"2025-10-25 11:41:42",,,,"AED (from USD)",,,APPENKSA80033007965028,"Level Shoes Global",digizag11,,pending,0,444.383,,,,4443.8301,new,1100l1047063477,046727275637,SHOES,4443.8301,444.383,pending,,,SA,"2025-10-25 14:20:08",false,DH135,Other,Other,"Exclusive Code",Affiliate,Standard,,1,Partnerize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AQUAZZURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOMEN,,,,,,,,,,,,,,,,,,,,,,,,SANDALS,,,,,
1110l80213799,1101l338149,1100l6230,11:15:01,2025-10-25,"2025-10-25 11:15:01",,,,"AED (from USD)",,,ANDENKSA80033008001928,"Level Shoes Global",digizag11,,pending,0,57.8464,,,,1156.93,existing,1011l1050311112,495426921188,SHOES,1156.93,57.8464,pending,,,SA,"2025-10-25 13:20:16",false,KYF,Other,Other,"Exclusive Code",Affiliate,Standard,,1,Partnerize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCAROSSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOMEN,,,,,,,,,,,,,,,,,,,,,,,,"FLAT SHOES",,,,,
1110l80213798,1101l338149,1100l6230,10:59:12,2025-10-25,"2025-10-25 10:59:12",,,,"AED (from USD)",,,APPORKSA80034008002033,"Level Shoes Global",digizag11,,pending,0,22.2202,,,,222.2,new,1110l29826300,541626808801,ACCESSORIES,222.2,22.2202,pending,,,SA,"2025-10-25 13:20:16",false,DH123,Other,Other,"Exclusive Code",Affiliate,Standard,,1,Partnerize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LE SPECS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOMEN,,,,,,,,,,,,,,,,,,,,,,,,SUNGLASSES,,,,,
1011l2402430745,1101l338149,1100l6230,10:09:53,2025-10-25,"2025-10-25 10:09:53",,,,"AED (from USD)",,,APPENKSA80033008001765,"Level Shoes Global",digizag11,,pending,0,51.3338,,,,513.3399,new,1110l29821204,056027048522,SHOES,513.3399,51.3338,pending,,,SA,"2025-10-25 12:20:11",false,KYF,Other,Other,"Exclusive Code",Affiliate,Standard,,1,Partnerize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UGG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEN,,,,,,,,,,,,,,,,,,,,,,,,SLIPPERS,,,,,
