Date,coupon,country,Usage
27-Oct-2025,k135,KSA,9
27-Oct-2025,k137,KSA,1
27-Oct-2025,k144,KSA,3
27-Oct-2025,k148,KSA,1
27-Oct-2025,k150,KSA,1
27-Oct-2025,k166,KSA,1
27-Oct-2025,k169,KSA,1
27-Oct-2025,k172,KSA,3
27-Oct-2025,k173,KSA,1
27-Oct-2025,k180,KSA,2
27-Oct-2025,k190,KSA,1
27-Oct-2025,k195,KSA,1
27-Oct-2025,k196,KSA,9
27-Oct-2025,k197,KSA,29
27-Oct-2025,ka106,KSA,1
27-Oct-2025,ka12,KSA,38
27-Oct-2025,ka15,KSA,5
27-Oct-2025,ka21,KSA,5
27-Oct-2025,ka23,KSA,1
27-Oct-2025,ka37,KSA,2
27-Oct-2025,ka50,KSA,3
27-Oct-2025,ka55,KSA,1
27-Oct-2025,ka59,KSA,1
27-Oct-2025,ka60,KSA,9
27-Oct-2025,ka63,KSA,2
27-Oct-2025,ss33,KSA,1
