Date,coupon,country,Usage
14-Aug-2025,K123,KSA,2
14-Aug-2025,K135,KSA,27
14-Aug-2025,K137,KSA,6
14-Aug-2025,K141,KSA,1
14-Aug-2025,k180,KSA,2
14-Aug-2025,K182,KSA,6
14-Aug-2025,K185,KSA,1
14-Aug-2025,k192,KSA,1
14-Aug-2025,K195,KSA,5
14-Aug-2025,K196,KSA,8
14-Aug-2025,K197,KSA,3
14-Aug-2025,K198,KSA,20
14-Aug-2025,K199,KSA,1
14-Aug-2025,KA1,KSA,3
14-Aug-2025,Ka106,KSA,1
14-Aug-2025,KA11,KSA,1
14-Aug-2025,Ka119,KSA,1
14-Aug-2025,KA12,KSA,44
14-Aug-2025,ka13,KSA,1
14-Aug-2025,KA15,KSA,5
14-Aug-2025,ka2,KSA,2
14-Aug-2025,Ka21,KSA,1
14-Aug-2025,Ka23,KSA,1
14-Aug-2025,Ka37,KSA,2
14-Aug-2025,KA4,KSA,1
14-Aug-2025,KA55,KSA,1
14-Aug-2025,KA57,KSA,1
14-Aug-2025,KA59,KSA,4
14-Aug-2025,KA66,KSA,3
14-Aug-2025,Ka78,KSA,2
14-Aug-2025,KA99,KSA,1
14-Aug-2025,ss11,KSA,1
14-Aug-2025,ss13,KSA,1
14-Aug-2025,ss25,KSA,1
