Date,coupon,country,Usage
12-Jul-2025,U1,JOR,14
12-Jul-2025,u118,JOR,1
12-Jul-2025,U121,JOR,2
12-Jul-2025,U125,JOR,6
12-Jul-2025,U128,JOR,1
12-Jul-2025,U2,JOR,5
12-Jul-2025,U4,JOR,1
12-Jul-2025,U46,JOR,1
12-Jul-2025,U64,JOR,3
