offer_id,datetime,revenue,sale_amount,affiliate_info1,geo,,offer_id,datetime,revenue,sale_amount,affiliate_info1,geo,,,,,,geo
1163,2025-10-23 8:50 PM,$14.16,108.9356,RS10,ksa,,,,,,,,,,,,,
1163,2025-10-23 9:39 PM,$11.08,85.2252,TT5,ksa,,,,,,,,,,,,,
1163,2025-10-24 12:01 AM,$13.88,106.8012,RS10,ksa,,,,,,,,,,,,,
1163,2025-10-24 12:53 AM,$11.08,85.2252,TT135,ksa,,,,,,,,,,,,,
1163,2025-10-24 2:46 AM,$9.48,72.9292,BF86,ksa,,,,,,,,,,,,,
1163,2025-10-24 3:17 AM,$6.50,49.996,TT135,ksa,,,,,,,,,,,,,
1163,2025-10-24 3:51 AM,$15.21,116.97208,TT38,ksa,,,,,,,,,,,,,
1163,2025-10-24 3:53 AM,$11.08,85.2252,TT26,ksa,,,,,,,,,,,,,
1163,2025-10-24 6:51 AM,$6.11,47.0148,TT135,ksa,,,,,,,,,,,,,
1163,2025-10-24 10:44 AM,$13.88,106.8012,RS10,ksa,,,,,,,,,,,,,
1163,2025-10-24 11:31 AM,$11.08,85.2252,TT61,ksa,,,,,,,,,,,,,
1163,2025-10-24 1:52 PM,$8.06,62.0252,TT36,ksa,,,,,,,,,,,,,
1163,2025-10-24 7:57 PM,$2.91,22.3532,TT19,ksa,,,,,,,,,,,,,
1163,2025-10-24 10:32 PM,$3.47,26.6684,RS10,ksa,,,,,,,,,,,,,
1163,2025-10-24 10:56 PM,$6.73,51.7592,TT27,ksa,,,,,,,,,,,,,
1163,2025-10-25 12:53 AM,$6.87,52.8612,TT19,ksa,,,,,,,,,,,,,
1163,2025-10-25 1:52 AM,$7.99,61.4916,TT136,ksa,,,,,,,,,,,,,
1163,2025-10-25 8:52 AM,$11.36,87.3596,TT135,ksa,,,,,,,,,,,,,
1163,2025-10-25 1:05 PM,$6.22,47.8616,RS10,ksa,,,,,,,,,,,,,
1163,2025-10-25 3:01 PM,$5.66,43.5464,RS10,ksa,,,,,,,,,,,,,
1163,2025-10-25 7:57 PM,$5.66,43.5464,TT135,ksa,,,,,,,,,,,,,
