"Period","Coupon Code","Number of Uses","Sales Total Amount (USD)","Delivered Orders","Delivered Orders Revenue (USD)","Delivered First Orders","Delivered First Orders Revenue (USD)","Delivered Retention Orders","Delivered Retention Orders Revenue (USD)"
"26 Oct 2025","fxn","1","71.88","0","0.00","0","0.00","0","0.00"
"25 Oct 2025","fxn","4","489.66","0","0.00","0","0.00","0","0.00"
"25 Oct 2025","df2","1","349.58","0","0.00","0","0.00","0","0.00"
