"Period","Coupon Code","Number of Uses","Sales Total Amount (USD)","Delivered Orders","Delivered Orders Revenue (USD)","Delivered First Orders","Delivered First Orders Revenue (USD)","Delivered Retention Orders","Delivered Retention Orders Revenue (USD)"
"07 Oct 2025","ost","1","109.36","0","0.00","0","0.00","0","0.00"
"06 Oct 2025","fxn","3","417.62","0","0.00","0","0.00","0","0.00"
"06 Oct 2025","fuj","2","304.81","0","0.00","0","0.00","0","0.00"
"06 Oct 2025","dd44","1","154.80","0","0.00","0","0.00","0","0.00"
"06 Oct 2025","dzd","1","19.07","0","0.00","0","0.00","0","0.00"
"06 Oct 2025","jdd2","1","80.98","0","0.00","0","0.00","0","0.00"
