Date,coupon,country,Usage
29-Aug-2025,K131,KSA,1
29-Aug-2025,k135,KSA,14
29-Aug-2025,K137,KSA,12
29-Aug-2025,K141,KSA,1
29-Aug-2025,K144,KSA,2
29-Aug-2025,K166,KSA,2
29-Aug-2025,K180,KSA,4
29-Aug-2025,K182,KSA,2
29-Aug-2025,K185,KSA,1
29-Aug-2025,K187,KSA,1
29-Aug-2025,K196,KSA,1
29-Aug-2025,K197,KSA,8
29-Aug-2025,K198,KSA,20
29-Aug-2025,KA1,KSA,1
29-Aug-2025,Ka100,KSA,2
29-Aug-2025,Ka119,KSA,2
29-Aug-2025,Ka12,KSA,56
29-Aug-2025,KA15,KSA,2
29-Aug-2025,KA2,KSA,3
29-Aug-2025,Ka21,KSA,1
29-Aug-2025,Ka31,KSA,1
29-Aug-2025,KA4,KSA,1
29-Aug-2025,Ka40,KSA,3
29-Aug-2025,Ka50,KSA,3
29-Aug-2025,KA59,KSA,3
29-Aug-2025,KA60,KSA,1
29-Aug-2025,KA61,KSA,1
29-Aug-2025,KA64,KSA,1
29-Aug-2025,KA66,KSA,3
29-Aug-2025,Ka88,KSA,2
29-Aug-2025,KA91,KSA,1
