"Period","Coupon Code","Number of Uses","Sales Total Amount (USD)","Delivered Orders","Delivered Orders Revenue (USD)","Delivered First Orders","Delivered First Orders Revenue (USD)","Delivered Retention Orders","Delivered Retention Orders Revenue (USD)"
"28 Oct 2025","fuj","1","76.76","0","0.00","0","0.00","0","0.00"
"28 Oct 2025","fxn","1","78.80","0","0.00","0","0.00","0","0.00"
"28 Oct 2025","cnl","1","42.62","0","0.00","0","0.00","0","0.00"
"27 Oct 2025","fxn","4","295.15","0","0.00","0","0.00","0","0.00"
"27 Oct 2025","cnl","1","78.31","0","0.00","0","0.00","0","0.00"
"27 Oct 2025","fuj","1","145.24","0","0.00","0","0.00","0","0.00"
"27 Oct 2025","piv","1","172.81","0","0.00","0","0.00","0","0.00"
